accession	level_1	level_2	level_3	level_4	level_5	level_6
Q9UPZ9	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase RCK family	CMGC protein kinase MAK
Q04859	Enzyme	Kinase	Protein Kinase	CMGC protein kinase group	CMGC protein kinase RCK family	CMGC protein kinase MAK
O43318	Enzyme	Kinase	Protein Kinase	TKL protein kinase group	TKL protein kinase MLK family	TKL protein kinase TAK1 subfamily
P33981	Enzyme	Kinase	Protein Kinase	Other protein kinase group	Other protein kinase TTK family	NULL
P23467	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
Q64604	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
Q64605	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
P10586	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
Q12913	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
P18433	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
P28827	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
P23469	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
P23470	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
Q13332	Enzyme	Phosphatase	Protein Phosphatase	Tyrosine protein phosphatase	Receptor tyrosine-protein phosphatase	NULL
O14578	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase DMPK family	AGC protein kinase CRIK subfamily
O75116	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase DMPK family	AGC protein kinase ROCK subfamily
Q13464	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase DMPK family	AGC protein kinase ROCK subfamily
Q62868	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase DMPK family	AGC protein kinase ROCK subfamily
Q63644	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase DMPK family	AGC protein kinase ROCK subfamily
P04409	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
P20444	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
P17252	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
P05696	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
P05129	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
P63318	Enzyme	Kinase	Protein Kinase	AGC protein kinase group	AGC protein kinase PKC family	AGC protein kinase PKC alpha subfamily
