accession	parent_molregno	integrated_plasma_activity	predicted
Q8TEK3	209662	0.0	1
P08588	209662	0.0	1
P28472	209662	0.0	1
P22102	209662	0.0	1
P50406	209662	0.0	1
P35367	209662	0.0	1
P46098	209662	0.0	1
P09619	209662	0.0	1
Q16790	209662	0.0	1
P29274	209662	0.0	1
P05164	209662	0.0	1
Q6W5P4	209662	0.0	1
Q02127	209662	0.0	1
Q9UKE5	209662	0.0	1
P30518	209662	0.0	1
Q9Y2I1	209662	0.0	1
P35218	209662	0.0	1
P21918	209662	0.0	1
P10275	209662	0.0	1
P10826	209662	0.0	1
Q13936	209662	0.0	1
P35968	209662	0.0	1
P00533	209662	0.0	1
Q9Y5N1	209662	0.0	1
P47898	209662	0.0	1
P20309	209662	0.0	1
P08172	209662	0.0	1
P34903	209662	0.0	1
Q9BY41	469732	0.0	1
Q14432	469732	0.0	1
P18507	469732	0.0	1
P05106	469732	0.0	1
P28335	469732	0.0	1
P21802	469732	0.0	1
P11511	469732	0.0	1
P30542	469732	0.0	1
P14867	469732	0.0	1
P04150	469732	0.0	1
P24557	469732	0.0	1
P08183	469732	0.0	1
P13631	469732	0.0	1
P12821	469732	0.0	1
P47869	469732	0.0	1
P15056	469732	0.0	1
P14416	469732	0.0	1
P11473	469732	0.0	1
P00374	469732	0.0	1
Q9BUB5	469732	0.0	1
P23975	469732	0.0	1
Q15303	469732	0.0	1
P31213	469732	0.0	1
P41145	469732	0.0	1
P16234	469732	0.0	1
P10828	469732	0.0	1
P13945	469732	0.0	1
P30989	469732	0.0	1
P43681	469732	0.0	1
P52333	469732	0.0	1
P35368	469732	0.0	1
P0DMS8	469732	0.0	1
P30530	469732	0.0	1
P07550	469732	0.0	1
P43088	469732	0.0	1
P18405	469732	0.0	1
P22303	469732	0.0	1
P31639	469732	0.0	1
P28222	469732	0.0	1
P04035	469732	0.0	1
P06276	469732	0.0	1
P41146	469732	0.0	1
P06401	469732	0.0	1
P35348	469732	0.0	1
P21554	469732	0.0	1
P42684	469732	0.0	1
P22607	469732	0.0	1
P05093	469732	0.0	1
Q59H18	469732	0.0	1
P04626	469732	0.0	1
P48443	469732	0.0	1
P25103	469732	0.0	1
P15538	469732	0.0	1
Q13639	469732	0.0	1
P04818	469732	0.0	1
P06239	469732	0.0	1
Q16539	469732	0.0	1
P52895	469732	0.0	1
Q7L7X3	469732	0.0	1
P07948	469732	0.0	1
P17787	469732	0.0	1
P41968	469732	0.0	1
P50052	469732	0.0	1
Q9Y2D0	469732	0.0	1
Q99720	469732	0.0	1
P29597	469732	0.0	1
P07333	469732	0.0	1
P10827	469732	0.0	1
P35462	469732	0.0	1
P00742	469732	0.0	1
P08173	469732	0.0	1
P22748	469732	0.0	1
P16473	469732	0.0	1
P00747	469732	0.0	1
P10636	469732	0.0	1
P30556	469732	0.0	1
P12931	469732	0.0	1
P14324	469732	0.0	1
P31645	469732	0.0	1
P34969	469732	0.0	1
Q969S8	469732	0.0	1
P25101	469732	0.0	1
P25100	469732	0.0	1
Q92769	469732	0.0	1
Q8N1Q1	469732	0.0	1
P28702	469732	0.0	1
Q8TEK3	469732	0.0	1
P08588	469732	0.0	1
P08842	469732	0.0	1
P28472	469732	0.0	1
P22102	469732	0.0	1
P35367	469732	0.0	1
P46098	469732	0.0	1
P00749	469732	0.0	1
P09619	469732	0.0	1
P27487	469732	0.0	1
P29274	469732	0.0	1
P05164	469732	0.0	1
P11229	469732	0.0	1
Q6W5P4	469732	0.0	1
Q02127	469732	0.0	1
P28223	469732	0.0	1
Q9UKE5	469732	0.0	1
P30518	469732	0.0	1
Q9Y2I1	469732	0.0	1
Q5S007	469732	0.0	1
P35218	469732	0.0	1
P21918	469732	0.0	1
P10275	469732	0.0	1
Q9Y5Y6	469732	0.0	1
P28221	469732	0.0	1
P10826	469732	0.0	1
Q13936	469732	0.0	1
P35968	469732	0.0	1
Q13370	469732	0.0	1
P00533	469732	0.0	1
P47901	469732	0.0	1
Q9Y5N1	469732	0.0	1
P47898	469732	0.0	1
Q13547	469732	0.0	1
P48039	469732	0.0	1
P20309	469732	0.0	1
P08172	469732	0.0	1
P34903	469732	0.0	1
P11362	469732	0.0	1
Q14432	715513	0.0	1
P04049	715513	0.0	1
P04150	715513	0.0	1
Q9BUB5	715513	0.0	1
P16234	715513	0.0	1
P43681	715513	0.0	1
P22303	715513	0.0	1
P06276	715513	0.0	1
P42684	715513	0.0	1
Q59H18	715513	0.0	1
P04818	715513	0.0	1
P06239	715513	0.0	1
Q7L7X3	715513	0.0	1
P07948	715513	0.0	1
P17787	715513	0.0	1
Q9Y2D0	715513	0.0	1
P10827	715513	0.0	1
P22748	715513	0.0	1
P00747	715513	0.0	1
P28702	715513	0.0	1
P35367	715513	0.0	1
P09619	715513	0.0	1
P05164	715513	0.0	1
Q9UKE5	715513	0.0	1
Q9Y2I1	715513	0.0	1
P35218	715513	0.0	1
P10275	715513	0.0	1
Q13936	715513	0.0	1
P20309	715513	0.0	1
P08172	715513	0.0	1
Q9BY41	97	0.0	1
Q14432	97	0.0	1
P18507	97	0.0	1
P05106	97	0.0	1
P11511	97	0.0	1
Q9UBN7	97	0.0	1
P04049	97	0.0	1
P08183	97	0.0	1
P13631	97	0.0	1
Q9BUB5	97	0.0	1
P16234	97	0.0	1
P30989	97	0.0	1
P43681	97	0.0	1
P30530	97	0.0	1
P43088	97	0.0	1
P28222	97	0.0	1
P06276	97	0.0	1
P06401	97	0.0	1
P42684	97	0.0	1
Q59H18	97	0.0	1
P15538	97	0.0	1
P04818	97	0.0	1
Q7L7X3	97	0.0	1
P07948	97	0.0	1
P17787	97	0.0	1
Q9Y2D0	97	0.0	1
P08908	97	0.0	1
P07333	97	0.0	1
P00742	97	0.0	1
P22748	97	0.0	1
P16473	97	0.0	1
P30556	97	0.0	1
Q969S8	97	0.0	1
O43570	97	0.0	1
P14618	97	0.0	1
P00749	97	0.0	1
P27487	97	0.0	1
Q16790	97	0.0	1
P05164	97	0.0	1
Q02127	97	0.0	1
Q9UKE5	97	0.0	1
Q9Y2I1	97	0.0	1
P16050	97	0.0	1
P35218	97	0.0	1
P21918	97	0.0	1
P10275	97	0.0	1
P10826	97	0.0	1
Q13936	97	0.0	1
P47901	97	0.0	1
P47898	97	0.0	1
Q13547	97	0.0	1
Q9BY41	685974	0.0	1
P18507	685974	1.0	1
P05106	685974	0.0	1
P21802	685974	0.0	1
P14867	685974	1.0	1
Q9BUB5	685974	0.0	1
P16234	685974	0.0	1
P43681	685974	0.0	1
P35368	685974	0.0	1
P30530	685974	0.0	1
P18405	685974	0.0	1
P22303	685974	0.0	1
P28222	685974	0.0	1
P04035	685974	0.0	1
P42684	685974	0.0	1
Q13639	685974	0.0	1
Q7L7X3	685974	0.0	1
P07948	685974	0.0	1
P17787	685974	0.0	1
P50052	685974	0.0	1
Q9Y2D0	685974	0.0	1
P10827	685974	0.0	1
P14324	685974	0.0	1
P25100	685974	0.0	1
Q92769	685974	0.0	1
P28472	685974	1.0	1
P05164	685974	0.0	1
Q9UKE5	685974	0.0	1
P30518	685974	0.0	1
P35218	685974	0.0	1
P21918	685974	0.0	1
Q13936	685974	0.0	1
Q9Y5N1	685974	0.0	1
P48039	685974	0.0	1
P34903	685974	1.0	1
Q9BY41	56095	0.0	1
P05106	56095	0.0	1
P04150	56095	0.0	1
P52333	56095	0.0	1
P22303	56095	0.0	1
P21917	56095	0.0	1
P42684	56095	0.0	1
Q16539	56095	0.0	1
Q7L7X3	56095	0.0	1
P07948	56095	0.0	1
O43570	56095	0.0	1
Q16790	56095	0.0	1
P05164	56095	0.0	1
Q9UKE5	56095	0.0	1
P35218	56095	0.0	1
Q13936	56095	0.0	1
Q9Y5N1	56095	0.0	1
Q9BY41	186531	0.0	1
Q14432	186531	0.0	1
P18507	186531	0.0	1
P05106	186531	0.0	1
P28335	186531	0.0	1
P21802	186531	0.0	1
P11511	186531	0.0	1
P30542	186531	0.0	1
Q9UBN7	186531	0.0	1
P04049	186531	0.0	1
P14867	186531	0.0	1
P04150	186531	0.0	1
P24557	186531	0.0	1
P27338	186531	0.0	1
P13631	186531	0.0	1
P12821	186531	0.0	1
P47869	186531	0.0	1
P00374	186531	0.0	1
Q9BUB5	186531	0.0	1
Q15303	186531	0.0	1
P42345	186531	0.0	1
P31213	186531	0.0	1
P16234	186531	0.0	1
P13945	186531	0.0	1
P43681	186531	0.0	1
P52333	186531	0.0	1
P35368	186531	0.0	1
P0DMS8	186531	0.0	1
P18405	186531	0.0	1
P22303	186531	0.0	1
P31639	186531	0.0	1
P28222	186531	0.0	1
P42330	186531	0.0	1
P21917	186531	0.0	1
P04035	186531	0.0	1
P41146	186531	0.0	1
P35354	186531	0.0	1
P43166	186531	0.0	1
P06401	186531	0.0	1
P35348	186531	0.0	1
P21554	186531	0.0	1
P42684	186531	0.0	1
P22607	186531	0.0	1
P05093	186531	0.0	1
P04626	186531	0.0	1
P48443	186531	0.0	1
P25103	186531	0.0	1
P15538	186531	0.0	1
Q13639	186531	0.0	1
P04818	186531	0.0	1
O60674	186531	0.0	1
P06239	186531	0.0	1
Q16539	186531	0.0	1
P07948	186531	0.0	1
P17787	186531	0.0	1
P41968	186531	0.0	1
P50052	186531	0.0	1
Q9Y2D0	186531	0.0	1
Q99720	186531	0.0	1
P29597	186531	0.0	1
P07333	186531	0.0	1
P10827	186531	0.0	1
P08253	186531	0.0	1
P00742	186531	0.0	1
P00747	186531	0.0	1
P30556	186531	0.0	1
P12931	186531	0.0	1
P31645	186531	0.0	1
P34969	186531	0.0	1
Q969S8	186531	0.0	1
Q9ULX7	186531	0.0	1
P25101	186531	0.0	1
P25100	186531	0.0	1
Q92769	186531	0.0	1
Q8N1Q1	186531	0.0	1
P28702	186531	0.0	1
Q8TEK3	186531	0.0	1
P28472	186531	0.0	1
P22102	186531	0.0	1
P50406	186531	0.0	1
P35367	186531	0.0	1
P46098	186531	0.0	1
P09619	186531	0.0	1
P27487	186531	0.0	1
P29274	186531	0.0	1
P05164	186531	0.0	1
Q02127	186531	0.0	1
P28223	186531	0.0	1
Q9UKE5	186531	0.0	1
P30518	186531	0.0	1
Q5S007	186531	0.0	1
P35218	186531	0.0	1
P10275	186531	0.0	1
Q9Y5Y6	186531	0.0	1
P28221	186531	0.0	1
P10826	186531	0.0	1
Q13936	186531	0.0	1
P35968	186531	0.0	1
Q13370	186531	0.0	1
P47901	186531	0.0	1
Q9Y5N1	186531	0.0	1
Q13547	186531	0.0	1
P48039	186531	0.0	1
P08172	186531	0.0	1
P34903	186531	0.0	1
P11362	186531	0.0	1
Q9BY41	372438	0.0	1
P05106	372438	0.0	1
P30542	372438	0.0	1
P15056	372438	0.0	1
P0DMS8	372438	0.0	1
P22303	372438	0.0	1
P21917	372438	0.0	1
P42684	372438	0.0	1
Q7L7X3	372438	0.0	1
P07948	372438	0.0	1
P12931	372438	0.0	1
P34969	372438	0.0	1
P00915	372438	0.0	1
Q92769	372438	0.0	1
P03372	372438	0.0	1
P09619	372438	0.0	1
Q16790	372438	0.0	1
P05164	372438	0.0	1
Q9UKE5	372438	0.0	1
P35218	372438	0.0	1
Q13936	372438	0.0	1
P11362	372438	0.0	1
Q14432	626453	0.0	1
P05106	626453	0.0	1
P28335	626453	0.0	1
Q9UBN7	626453	0.0	1
P14867	626453	0.0	1
P24557	626453	0.0	1
P15056	626453	0.0	1
Q9BUB5	626453	0.0	1
Q15303	626453	0.0	1
P13945	626453	0.0	1
P35368	626453	0.0	1
P0DMS8	626453	0.0	1
P43088	626453	0.0	1
P22303	626453	0.0	1
P35354	626453	0.0	1
P42684	626453	0.0	1
P25103	626453	0.0	1
P15538	626453	0.0	1
P04818	626453	0.0	1
Q16539	626453	0.0	1
P52895	626453	0.0	1
Q7L7X3	626453	0.0	1
P07948	626453	0.0	1
P17787	626453	0.0	1
P41968	626453	0.0	1
P50052	626453	0.0	1
P07333	626453	0.0	1
P10827	626453	0.0	1
P00747	626453	0.0	1
P30556	626453	0.0	1
P31645	626453	0.0	1
P34969	626453	0.0	1
Q969S8	626453	0.0	1
Q9ULX7	626453	0.0	1
P25101	626453	0.0	1
P00915	626453	0.0	1
Q92769	626453	0.0	1
Q8TEK3	626453	0.0	1
P08588	626453	0.0	1
P28472	626453	0.0	1
P22102	626453	0.0	1
P35367	626453	0.0	1
P00749	626453	0.0	1
P05164	626453	0.0	1
Q02127	626453	0.0	1
P28223	626453	0.0	1
Q9UKE5	626453	0.0	1
P30518	626453	0.0	1
Q9Y2I1	626453	0.0	1
P28221	626453	0.0	1
Q13936	626453	0.0	1
Q13370	626453	0.0	1
P00533	626453	0.0	1
Q13547	626453	0.0	1
P48039	626453	0.0	1
P34903	626453	0.0	1
Q14432	1038389	0.0	1
P18507	1038389	0.0	1
P21802	1038389	0.0	1
P14867	1038389	0.0	1
P47869	1038389	0.0	1
Q9BUB5	1038389	0.0	1
P31213	1038389	0.0	1
P43681	1038389	0.0	1
P35368	1038389	0.0	1
P22303	1038389	0.0	1
P43166	1038389	0.0	1
P35348	1038389	0.0	1
P42684	1038389	0.0	1
Q59H18	1038389	0.0	1
Q13639	1038389	0.0	1
Q7L7X3	1038389	0.0	1
P07948	1038389	0.0	1
P17787	1038389	0.0	1
P50052	1038389	0.0	1
Q9Y2D0	1038389	0.0	1
P10827	1038389	0.0	1
P22748	1038389	0.0	1
P00747	1038389	0.0	1
Q9ULX7	1038389	0.0	1
P25100	1038389	0.0	1
P35367	1038389	0.0	1
P46098	1038389	0.0	1
P05164	1038389	0.0	1
Q9UKE5	1038389	0.0	1
P35218	1038389	0.0	1
Q9Y5Y6	1038389	0.0	1
P28221	1038389	0.0	1
Q13936	1038389	0.0	1
P48039	1038389	0.0	1
P34903	1038389	0.0	1
Q14432	33202	0.0	1
P18507	33202	0.0	1
P21802	33202	0.0	1
P04049	33202	0.0	1
P04150	33202	0.0	1
P27338	33202	0.0	1
P13631	33202	0.0	1
P12821	33202	0.0	1
P47869	33202	0.0	1
P00374	33202	0.0	1
Q9BUB5	33202	0.0	1
P23975	33202	0.0	1
Q15303	33202	0.0	1
P31213	33202	0.0	1
P16234	33202	0.0	1
P13945	33202	0.0	1
P43681	33202	0.0	1
P30530	33202	0.0	1
P43088	33202	0.0	1
P22303	33202	0.0	1
P31639	33202	0.0	1
P28222	33202	0.0	1
P28482	33202	0.0	1
P42330	33202	0.0	1
P21917	33202	0.0	1
P04035	33202	0.0	1
P06276	33202	0.0	1
P41146	33202	0.0	1
P00519	33202	0.0	1
P06401	33202	0.0	1
P21554	33202	0.0	1
P42684	33202	0.0	1
P22607	33202	0.0	1
P05093	33202	0.0	1
P04626	33202	0.0	1
P25103	33202	0.0	1
Q13639	33202	0.0	1
Q16539	33202	0.0	1
Q7L7X3	33202	0.0	1
P07948	33202	0.0	1
P17787	33202	0.0	1
P41968	33202	0.0	1
P50052	33202	0.0	1
Q99720	33202	0.0	1
P08908	33202	0.0	1
P07333	33202	0.0	1
P08253	33202	0.0	1
P08173	33202	0.0	1
P00747	33202	0.0	1
P12931	33202	0.0	1
P34969	33202	0.0	1
P25101	33202	0.0	1
P25100	33202	0.0	1
Q92769	33202	0.0	1
P28702	33202	0.0	1
P08842	33202	0.0	1
P28472	33202	0.0	1
P50406	33202	0.0	1
P35367	33202	0.0	1
P46098	33202	0.0	1
P09619	33202	0.0	1
P05164	33202	0.0	1
Q9UKE5	33202	0.0	1
P30518	33202	0.0	1
Q9Y2I1	33202	0.0	1
Q5S007	33202	0.0	1
P35218	33202	0.0	1
P10275	33202	0.0	1
Q9Y5Y6	33202	0.0	1
P28221	33202	0.0	1
P10826	33202	0.0	1
Q13936	33202	0.0	1
P30559	33202	0.0	1
Q13370	33202	0.0	1
P47901	33202	0.0	1
Q9Y5N1	33202	0.0	1
P48039	33202	0.0	1
P20309	33202	0.0	1
P08172	33202	0.0	1
P34903	33202	0.0	1
P18507	1043826	0.0	1
P21802	1043826	0.0	1
P11511	1043826	0.0	1
Q9UBN7	1043826	0.0	1
P04049	1043826	0.0	1
P14867	1043826	0.0	1
P27338	1043826	0.0	1
P08183	1043826	0.0	1
P12821	1043826	0.0	1
P47869	1043826	0.0	1
P00374	1043826	0.0	1
Q9BUB5	1043826	0.0	1
P23975	1043826	0.0	1
P31213	1043826	0.0	1
P16234	1043826	0.0	1
P10828	1043826	0.0	1
P13945	1043826	0.0	1
P43681	1043826	0.0	1
P35368	1043826	0.0	1
P30530	1043826	0.0	1
P43088	1043826	0.0	1
P18405	1043826	0.0	1
P22303	1043826	0.0	1
P31639	1043826	0.0	1
P28222	1043826	0.0	1
P42330	1043826	0.0	1
P21917	1043826	0.0	1
P43116	1043826	0.0	1
P06276	1043826	0.0	1
P41146	1043826	0.0	1
P35354	1043826	0.0	1
P43166	1043826	0.0	1
P06401	1043826	0.0	1
P35348	1043826	0.0	1
P21554	1043826	0.0	1
P42684	1043826	0.0	1
P22607	1043826	0.0	1
P05093	1043826	0.0	1
Q59H18	1043826	0.0	1
P48443	1043826	0.0	1
P25103	1043826	0.0	1
P15538	1043826	0.0	1
Q13639	1043826	0.0	1
P04818	1043826	0.0	1
P06239	1043826	0.0	1
Q7L7X3	1043826	0.0	1
P07948	1043826	0.0	1
P17787	1043826	0.0	1
P00918	1043826	0.0	1
P41968	1043826	0.0	1
P50052	1043826	0.0	1
Q99720	1043826	0.0	1
P29597	1043826	0.0	1
P07333	1043826	0.0	1
P10827	1043826	0.0	1
P08253	1043826	0.0	1
P00742	1043826	0.0	1
P22748	1043826	0.0	1
P16473	1043826	0.0	1
P00747	1043826	0.0	1
P10636	1043826	0.0	1
P12931	1043826	0.0	1
P31645	1043826	0.0	1
O43570	1043826	0.0	1
Q9ULX7	1043826	0.0	1
P25100	1043826	0.0	1
P00915	1043826	0.0	1
Q8N1Q1	1043826	0.0	1
Q8TEK3	1043826	0.0	1
P08588	1043826	0.0	1
P08842	1043826	0.0	1
P28472	1043826	0.0	1
P22102	1043826	0.0	1
P35367	1043826	0.0	1
P46098	1043826	0.0	1
P00749	1043826	0.0	1
P09619	1043826	0.0	1
P27487	1043826	0.0	1
P05164	1043826	0.0	1
P11229	1043826	0.0	1
Q02127	1043826	0.0	1
P28223	1043826	0.0	1
P14061	1043826	0.0	1
Q9UKE5	1043826	0.0	1
P30518	1043826	0.0	1
Q9Y2I1	1043826	0.0	1
Q5S007	1043826	0.0	1
Q01959	1043826	0.0	1
P35218	1043826	0.0	1
P21918	1043826	0.0	1
P10275	1043826	0.0	1
Q9Y5Y6	1043826	0.0	1
P28221	1043826	0.0	1
Q13936	1043826	0.0	1
Q13370	1043826	0.0	1
P00533	1043826	0.0	1
P47901	1043826	0.0	1
Q9Y5N1	1043826	0.0	1
Q13547	1043826	0.0	1
P48039	1043826	0.0	1
P20309	1043826	0.0	1
P08172	1043826	0.0	1
P34903	1043826	0.0	1
P11362	1043826	0.0	1
P05106	691867	0.0	1
P28335	691867	0.0	1
P30542	691867	0.0	1
Q9UBN7	691867	0.0	1
P27338	691867	0.0	1
Q9BUB5	691867	0.0	1
P23975	691867	0.0	1
P43681	691867	0.0	1
P0DMS8	691867	0.0	1
P30530	691867	0.0	1
P43088	691867	0.0	1
P22303	691867	0.0	1
P21917	691867	0.0	1
P06276	691867	0.0	1
P06401	691867	0.0	1
P21554	691867	0.0	1
P42684	691867	0.0	1
P25103	691867	0.0	1
P06239	691867	0.0	1
Q16539	691867	0.0	1
Q7L7X3	691867	0.0	1
P07948	691867	0.0	1
P00918	691867	0.0	1
Q9Y2D0	691867	0.0	1
Q99720	691867	0.0	1
P07333	691867	0.0	1
P08253	691867	0.0	1
P00742	691867	0.0	1
P31645	691867	0.0	1
Q969S8	691867	0.0	1
O43570	691867	0.0	1
Q92769	691867	0.0	1
P27487	691867	0.0	1
Q16790	691867	0.0	1
P29274	691867	0.0	1
P05164	691867	0.0	1
P28223	691867	0.0	1
Q9UKE5	691867	0.0	1
Q9Y2I1	691867	0.0	1
P35218	691867	0.0	1
Q13936	691867	0.0	1
P00533	691867	0.0	1
Q9Y5N1	691867	0.0	1
Q13547	691867	0.0	1
P20309	691867	0.0	1
P08172	691867	0.0	1
Q14432	21523	0.0	1
P21802	21523	0.0	1
P11511	21523	0.0	1
P14867	21523	0.0	1
P13631	21523	0.0	1
Q9BUB5	21523	0.0	1
P31213	21523	0.0	1
P16234	21523	0.0	1
P43681	21523	0.0	1
P43088	21523	0.0	1
P42330	21523	0.0	1
P06276	21523	0.0	1
P41146	21523	0.0	1
P43166	21523	0.0	1
P06401	21523	0.0	1
P35348	21523	0.0	1
P42684	21523	0.0	1
P22607	21523	0.0	1
P05093	21523	0.0	1
Q59H18	21523	0.0	1
P48443	21523	0.0	1
Q13639	21523	0.0	1
P04818	21523	0.0	1
P52895	21523	0.0	1
Q7L7X3	21523	0.0	1
P07948	21523	0.0	1
P17787	21523	0.0	1
Q9Y2D0	21523	0.0	1
P07333	21523	0.0	1
P10827	21523	0.0	1
P22748	21523	0.0	1
P14324	21523	0.0	1
O43570	21523	0.0	1
Q9ULX7	21523	0.0	1
P28702	21523	0.0	1
P46098	21523	0.0	1
P00749	21523	0.0	1
P27487	21523	0.0	1
Q16790	21523	0.0	1
P05164	21523	0.0	1
Q02127	21523	0.0	1
P14061	21523	0.0	1
Q9UKE5	21523	0.0	1
P30518	21523	0.0	1
Q9Y2I1	21523	0.0	1
Q5S007	21523	0.0	1
P35218	21523	0.0	1
P21918	21523	0.0	1
P10826	21523	0.0	1
Q13936	21523	0.0	1
Q13370	21523	0.0	1
Q9Y5N1	21523	0.0	1
P11362	21523	0.0	1
Q9BY41	27309	0.0	1
P04150	27309	0.0	1
Q9BUB5	27309	0.0	1
P16234	27309	0.0	1
P43088	27309	0.0	1
P22303	27309	0.0	1
P42684	27309	0.0	1
Q7L7X3	27309	0.0	1
P07948	27309	0.0	1
P00918	27309	0.0	1
Q9Y2D0	27309	0.0	1
P00742	27309	0.0	1
P00915	27309	0.0	1
P27487	27309	0.0	1
Q16790	27309	0.0	1
P05164	27309	0.0	1
Q9UKE5	27309	0.0	1
Q9Y2I1	27309	0.0	1
P35218	27309	0.0	1
Q13936	27309	0.0	1
P35968	27309	0.0	1
P00533	27309	0.0	1
Q13547	27309	0.0	1
Q9BY41	1785	0.0	1
Q14432	1785	0.0	1
P18507	1785	0.0	1
P05106	1785	0.0	1
P21802	1785	0.0	1
P11511	1785	0.0	1
Q9UBN7	1785	0.0	1
P04049	1785	0.0	1
P14867	1785	0.0	1
P27338	1785	0.0	1
P13631	1785	0.0	1
P47869	1785	0.0	1
P15056	1785	0.0	1
Q9BUB5	1785	0.0	1
P42345	1785	0.0	1
P16234	1785	0.0	1
P43681	1785	0.0	1
P52333	1785	0.0	1
P35368	1785	0.0	1
P30530	1785	0.0	1
P43088	1785	0.0	1
P18405	1785	0.0	1
P28222	1785	0.0	1
P42330	1785	0.0	1
P06276	1785	0.0	1
P00519	1785	0.0	1
P43166	1785	0.0	1
P35348	1785	0.0	1
P42684	1785	0.0	1
Q59H18	1785	0.0	1
P48443	1785	0.0	1
Q13639	1785	0.0	1
P04818	1785	0.0	1
Q7L7X3	1785	0.0	1
P07948	1785	0.0	1
P17787	1785	0.0	1
Q9Y2D0	1785	0.0	1
P08908	1785	0.0	1
P07333	1785	0.0	1
P08253	1785	0.0	1
P00742	1785	0.0	1
P00747	1785	0.0	1
P12931	1785	0.0	1
Q969S8	1785	0.0	1
O43570	1785	0.0	1
P00915	1785	0.0	1
Q92769	1785	0.0	1
Q8N1Q1	1785	0.0	1
P46098	1785	0.0	1
P09619	1785	0.0	1
P27487	1785	0.0	1
Q16790	1785	0.0	1
P05164	1785	0.0	1
Q02127	1785	0.0	1
Q9UKE5	1785	0.0	1
P30518	1785	0.0	1
Q9Y2I1	1785	0.0	1
P35218	1785	0.0	1
P10275	1785	0.0	1
P28221	1785	0.0	1
P10826	1785	0.0	1
Q13936	1785	0.0	1
P35968	1785	0.0	1
Q13370	1785	0.0	1
P47901	1785	0.0	1
Q9Y5N1	1785	0.0	1
Q13547	1785	0.0	1
P48039	1785	0.0	1
P34903	1785	0.0	1
P18507	506444	0.0	1
P05106	506444	0.0	1
P28335	506444	0.0	1
P21802	506444	0.0	1
P11511	506444	0.0	1
P30542	506444	0.0	1
Q9UBN7	506444	0.0	1
P04049	506444	0.0	1
P14867	506444	0.0	1
P04150	506444	0.0	1
P24557	506444	0.0	1
P27338	506444	0.0	1
P13631	506444	0.0	1
P12821	506444	0.0	1
P47869	506444	0.0	1
P15056	506444	0.0	1
P23975	506444	0.0	1
P31213	506444	0.0	1
P16234	506444	0.0	1
P13945	506444	0.0	1
P43681	506444	0.0	1
P52333	506444	0.0	1
P35368	506444	0.0	1
P0DMS8	506444	0.0	1
P30530	506444	0.0	1
P18405	506444	0.0	1
P22303	506444	0.0	1
P31639	506444	0.0	1
P28222	506444	0.0	1
P42330	506444	0.0	1
P21917	506444	0.0	1
P06276	506444	0.0	1
P41146	506444	0.0	1
P35354	506444	0.0	1
P43166	506444	0.0	1
P06401	506444	0.0	1
P35348	506444	0.0	1
P21554	506444	0.0	1
P42684	506444	0.0	1
P22607	506444	0.0	1
Q59H18	506444	0.0	1
P04626	506444	0.0	1
P25103	506444	0.0	1
P15538	506444	0.0	1
P06239	506444	0.0	1
Q16539	506444	0.0	1
P52895	506444	0.0	1
Q7L7X3	506444	0.0	1
P07948	506444	0.0	1
P17787	506444	0.0	1
P00918	506444	0.0	1
P41968	506444	0.0	1
P50052	506444	0.0	1
Q9Y2D0	506444	0.0	1
Q99720	506444	0.0	1
P29597	506444	0.0	1
P07333	506444	0.0	1
P00742	506444	0.0	1
P00747	506444	0.0	1
P30556	506444	0.0	1
P12931	506444	0.0	1
P14324	506444	0.0	1
P31645	506444	0.0	1
P34969	506444	0.0	1
Q969S8	506444	0.0	1
O43570	506444	0.0	1
Q9ULX7	506444	0.0	1
P25101	506444	0.0	1
P00915	506444	0.0	1
Q92769	506444	0.0	1
P28702	506444	0.0	1
P08588	506444	0.0	1
P28472	506444	0.0	1
P22102	506444	0.0	1
P50406	506444	0.0	1
P35367	506444	0.0	1
P46098	506444	0.0	1
P00749	506444	0.0	1
P09619	506444	0.0	1
P27487	506444	0.0	1
Q16790	506444	0.0	1
P29274	506444	0.0	1
P05164	506444	0.0	1
Q02127	506444	0.0	1
P28223	506444	0.0	1
P14061	506444	0.0	1
Q9UKE5	506444	0.0	1
P30518	506444	0.0	1
Q9Y2I1	506444	0.0	1
Q5S007	506444	0.0	1
P10275	506444	0.0	1
Q9Y5Y6	506444	0.0	1
P28221	506444	0.0	1
P10826	506444	0.0	1
Q13936	506444	0.0	1
P35968	506444	0.0	1
Q13370	506444	0.0	1
P00533	506444	0.0	1
Q9Y5N1	506444	0.0	1
Q13547	506444	0.0	1
P48039	506444	0.0	1
P20309	506444	0.0	1
P08172	506444	0.0	1
P34903	506444	0.0	1
P11362	506444	0.0	1
P28335	898847	0.0	1
P00374	898847	0.0	1
Q9BUB5	898847	0.0	1
P16234	898847	0.0	1
P43681	898847	0.0	1
P22303	898847	0.0	1
P42684	898847	0.0	1
Q7L7X3	898847	0.0	1
P07948	898847	0.0	1
P17787	898847	0.0	1
P41968	898847	0.0	1
Q9Y2D0	898847	0.0	1
P08173	898847	0.0	1
P05164	898847	0.0	1
Q9UKE5	898847	0.0	1
P35218	898847	0.0	1
P21918	898847	0.0	1
Q13936	898847	0.0	1
P18507	155006	0.0	1
P21802	155006	0.0	1
Q9UBN7	155006	0.0	1
P24557	155006	0.0	1
P27338	155006	0.0	1
P12821	155006	0.0	1
P47869	155006	0.0	1
P15056	155006	0.0	1
Q9BUB5	155006	0.0	1
P16234	155006	0.0	1
P13945	155006	0.0	1
P43681	155006	0.0	1
