accession	parent_molregno	integrated_plasma_activity	predicted
P03956	66029	0	0
P03956	78759	0	0
P03956	418484	0	0
P03956	8788	0	0
P03956	158277	0	0
P03956	196351	0	0
P03956	67617	0	0
P03956	70675	0	0
P03956	405365	0	0
P03956	421058	0	0
P03956	36842	0	0
P03956	88316	0	0
P03956	2994	0	0
P03956	139286	0	0
P03956	371546	0	0
P03956	674796	0	0
P03956	2203	0	0
P03956	13618	0	0
P03956	26431	0	0
P03956	316787	0	0
P03956	54547	0	0
P03956	152751	0	0
P03956	3859	0	0
P03956	2045	0	0
P03956	47675	0	0
P03956	12506	0	0
P03956	31241	0	0
P03956	68607	0	0
P03956	2465	0	0
P03956	675304	0	0
P03956	77652	0	0
P03956	36662	0	0
P03956	114108	0	0
P03956	7725	0	0
P03956	236019	0	0
P03956	27629	0	0
P03956	241	0	0
P03956	469763	0	0
P03956	27609	0	0
P03956	421350	0	0
P03956	29890	0	0
P03956	581848	0	0
P03956	11002	0	0
P03956	353011	0	0
P03956	674660	0	0
P03956	86466	0	0
P03956	134333	0	0
P03956	557741	0	0
P03956	598402	0	0
P03956	419508	0	0
P03956	27340	0	0
P03956	14440	0	0
P03956	51182	0	0
P03956	336913	0	0
P03956	86042	0	0
P03956	1051118	0	0
P03956	315123	0	0
P03956	581843	0	0
P03956	117758	0	0
P03956	165774	0	0
P03956	581814	0	0
P03956	558106	0	0
P03956	2431	0	0
P03956	27546	0	0
P03956	445067	0	0
P03956	112090	0	0
P03956	453508	0	0
P03956	50440	0	0
P03956	14367	0	0
P03956	641189	0	0
P03956	77456	0	0
P03956	390877	0	0
P03956	588819	0	0
P03956	18694	0	0
P03956	182928	0	0
P03956	125294	0	0
P03956	1248981	0	0
P03956	6243	0	0
P03956	94571	0	0
P03956	1620	0	0
P03956	240769	0	0
P03956	13494	0	0
P03956	675171	0	0
P03956	558566	0	0
P03956	555972	0	0
P03956	343964	0	0
P03956	76766	0	0
P03956	8417	0	0
P03956	5772	0	0
P03956	191342	0	0
P03956	1278	0	0
P03956	84505	0	0
P03956	721	0	0
P03956	403465	0	0
P03956	2261	0	0
P03956	487711	0	0
P03956	72873	0	0
P03956	442943	0	0
P03956	591037	0	0
P03956	674357	0	0
P03956	9097	0	0
P03956	66311	0	0
P03956	467361	0	0
P03956	364859	0	0
P03956	674496	0	0
P03956	10840	0	0
P03956	6216	0	0
P03956	996	0	0
P03956	11005	0	0
P03956	405364	0	0
P03956	365281	0	0
P03956	10009	0	0
P03956	364745	0	0
P03956	8516	0	0
P03956	563655	0	0
P03956	570147	0	0
P03956	21716	0	0
P03956	42689	0	0
P03956	77779	0	0
P03956	921	0	0
P03956	53623	0	0
P03956	209224	0	0
P03956	10389	0	0
P03956	12825	0	0
P03956	14126	0	0
P03956	1672366	0	0
P03956	42520	0	0
P03956	1615	0	0
P03956	148018	0	0
P03956	421208	0	0
P03956	9277	0	0
P03956	178796	0	0
P03956	65728	0	0
P03956	454141	0	0
P03956	453520	0	0
P03956	674536	0	0
P03956	6643	0	0
P03956	3965	0	0
P03956	99024	0	0
P03956	77474	0	0
P03956	16391	0	0
P03956	4345	0	0
P03956	187962	0	0
P03956	27029	0	0
P03956	2217	0	0
P03956	27368	0	0
P03956	139225	0	0
P03956	8543	0	0
P03956	11968	0	0
P03956	42013	0	0
P03956	16656	0	0
P03956	365248	0	0
P03956	421157	0	0
P03956	12494	0	0
P03956	27112	0	0
P03956	23522	0	0
P03956	139014	0	0
P03956	19737	0	0
P03956	27370	0	0
P03956	27341	0	0
P03956	51056	0	0
P03956	175447	0	0
P03956	554892	0	0
P03956	246	0	0
P03956	146	0	0
P03956	8062	0	0
P03956	119288	0	0
P03956	209007	0	0
P03956	20131	0	0
P03956	27229	0	0
P03956	16581	0	0
P03956	46727	0	0
P03956	115	0	0
P03956	11745	0	0
P03956	34197	0	0
P03956	430597	0	0
P03956	16505	0	0
P03956	11819	0	0
P03956	242303	0	0
P03956	33055	0	0
P03956	266225	0	0
P03956	17224	0	0
P03956	419596	0	0
P03956	453570	0	0
P03956	2262	0	0
P03956	419601	0	0
P03956	419598	0	0
P03956	369179	0	0
P03956	1370	0	0
P03956	34234	0	0
P03956	229058	0	0
P03956	208749	0	0
P03956	37266	0	0
P03956	312304	0	0
P03956	16592	0	0
P03956	3183	0	0
P03956	16959	0	0
P03956	30180	0	0
P03956	4504	0	0
P03956	68396	0	0
P03956	77207	0	0
P03956	12957	0	0
P03956	33986	0	0
P03956	384948	0	0
P03956	378207	0	0
P03956	27713	0	0
P03956	29989	0	0
P03956	624467	0	0
P03956	138605	0	0
P03956	15958	0	0
P03956	21459	0	0
P03956	13928	0	0
P03956	408842	0	0
P03956	573	0	0
P03956	139099	0	0
P03956	38727	0	0
P03956	675188	0	0
P03956	675090	0	0
P03956	7736	0	0
P03956	9495	0	0
P03956	8917	0	0
P03956	317124	0	0
P03956	6902	0	0
P03956	5975	0	0
P03956	675144	0	0
P03956	230659	0	0
P03956	3012	0	0
P03956	73548	0	0
P03956	421066	0	0
P03956	674584	0	0
P03956	22873	0	0
P03956	712273	0	0
P03956	328158	0	0
P03956	181939	0	0
P03956	263558	0	0
P03956	20496	0	0
P03956	369464	0	0
P03956	789	0	0
P03956	619	0	0
P03956	325239	0	0
P03956	380567	0	0
P03956	47447	0	0
P03956	112655	0	0
P03956	29637	0	0
P03956	65415	0	0
P03956	3730	0	0
P03956	27912	0	0
P03956	17170	0	0
P03956	38833	0	0
P03956	51042	0	0
P03956	93995	0	0
P03956	139210	0	0
P03956	1785	0	0
P03956	93895	0	0
P03956	1795	0	0
P03956	10898	0	0
P03956	421089	0	0
P03956	675307	0	0
P03956	86284	0	0
P03956	21698	0	0
P03956	173	0	0
P03956	255904	0	0
P03956	13590	0	0
P03956	27570	0	0
P03956	453548	0	0
P03956	374548	0	0
P03956	62259	0	0
P03956	328173	0	0
P03956	147981	0	0
P03956	675068	0	0
P03956	674813	0	0
P03956	386457	0	0
P03956	675534	0	0
P03956	4941	0	0
P03956	16591	0	0
P03956	504310	0	0
P03956	674510	0	0
P03956	510462	0	0
P03956	6723	0	0
P03956	110803	0	0
P03956	34608	0	0
P03956	26386	0	0
P03956	49931	0	0
P03956	27575	0	0
P03956	1994	0	0
P03956	5080	0	0
P03956	88800	0	0
P03956	67010	0	0
P03956	71516	0	0
P03956	1325	0	0
P03956	21523	0	0
P03956	142808	0	0
P03956	381691	0	0
P03956	418411	0	0
P03956	421332	0	0
P03956	15217	0	0
P03956	419622	0	0
P03956	341383	0	0
P03956	139045	0	0
P03956	560078	0	0
P03956	73547	0	0
P03956	17411	0	0
P03956	31804	0	0
P03956	27307	0	0
P03956	70140	0	0
P03956	179594	0	0
P03956	9217	0	0
P03956	666	0	0
P03956	675170	0	0
P03956	394165	0	0
P03956	134100	0	0
P03956	674630	0	0
P03956	674342	0	0
P03956	27278	0	0
P03956	26401	0	0
P03956	674555	0	0
P03956	297372	0	0
P03956	1219	0	0
P03956	2208	0	0
P03956	328201	0	0
P03956	373985	0	0
P03956	36864	0	0
P03956	699395	0	0
P03956	923	0	0
P03956	93858	0	0
P03956	35358	0	0
P03956	2326	0	0
P03956	924	0	0
P03956	180329	0	0
P03956	194	0	0
P03956	16510	0	0
P03956	5028	0	0
P03956	5970	0	0
P03956	577488	0	0
P03956	43952	0	0
P03956	83772	0	0
P03956	686036	0	0
P03956	1362	0	0
P03956	96021	0	0
P03956	6968	0	0
P03956	23093	0	0
P03956	223819	0	0
P03956	2247	0	0
P03956	132933	0	0
P03956	103658	0	0
P03956	7714	0	0
P03956	56831	0	0
P03956	1159	0	0
P03956	26590	0	0
P03956	1376044	0	0
P03956	56131	0	0
P03956	485738	0	0
P03956	88100	0	0
P03956	255532	0	0
P03956	53616	0	0
P03956	5528	0	0
P03956	207	0	0
P03956	583322	0	0
P03956	107119	0	0
P03956	2131	0	0
P03956	60319	0	0
P03956	397074	0	0
P03956	17169	0	0
P03956	358192	0	0
P03956	65351	0	0
P03956	1333	0	0
P03956	24522	0	0
P03956	259959	0	0
P03956	222203	0	0
P03956	334866	0	0
P03956	134040	0	0
P03956	6914	0	0
P03956	365189	0	0
P03956	21697	0	0
P03956	675187	0	0
P03956	410802	0	0
P03956	27111	0	0
P03956	1542343	0	0
P03956	364520	0	0
P03956	8531	0	0
P03956	611591	0	0
P03956	189203	0	0
P03956	20027	0	0
P03956	138562	0	0
P03956	189099	0	0
P03956	33060	0	0
P03956	32027	0	0
P03956	7501	0	0
P03956	1153672	0	0
P03956	38898	0	0
P03956	34094	0	0
P21462	218758	0	0
P21462	370289	0	0
P21462	418413	0	0
P21462	386327	0	0
P21462	336913	0	0
P08684	62817	0	0
P08684	150882	0	0
P08684	32869	0	0
P08684	57488	0	0
P08684	140107	0	0
P08684	77128	0	0
P08684	15086	0	0
P08684	1279	0	0
P08684	675297	0	0
P08684	16485	0	0
P08684	27626	0	0
P08684	418419	0	0
P08684	3599	0	0
P08684	517099	0	0
P08684	431141	0	0
P08684	88841	0	0
P08684	56644	0	0
P08684	16735	0	0
P08684	445395	0	0
P08684	12428	0	0
P08684	32459	0	0
P08684	105442	0	0
P08684	443348	0	0
P08684	61706	0	0
P08684	91783	0	0
P08684	27152	0	0
P08684	313314	0	0
P08684	1280	0	0
P08684	418401	0	0
P08684	61680	0	0
P08684	675154	0	0
P08684	444750	0	0
P08684	316539	0	0
P08684	674509	0	0
P08684	374182	0	0
P08684	35486	0	0
P08684	94790	0	0
P08684	395607	0	0
P08684	386327	0	0
P08684	381693	0	0
P08684	155045	0	0
P08684	337366	0	0
P08684	261343	0	0
P08684	27647	0	0
P08684	143284	0	0
P08684	448986	0	0
P08684	365538	0	0
P08684	153342	0	0
P08684	253571	0	0
P08684	190484	0	0
P08684	8873	0	0
P08684	27347	0	0
P08684	112480	0	0
P08684	305519	0	0
P08684	27185	0	0
P08684	333157	0	0
P08684	328400	0	0
P08684	433015	0	0
P08684	82983	0	0
P08684	314587	0	0
P08684	406787	0	0
P08684	89526	0	0
P08684	27072	0	0
P08684	364693	0	0
P08684	16450	0	0
P08684	70674	0	0
P08684	3345	0	0
P08684	127755	0	0
P08684	418414	0	0
P08684	1125	0	0
P08684	1025553	0	0
P08684	27648	0	0
P08684	6317	0	0
P08684	13758	0	0
P08684	374052	0	0
P08684	119640	0	0
P08684	419542	0	0
P08684	52087	0	0
P08684	1592408	0	0
P08684	16303	0	0
P08684	111060	0	0
P08684	393942	0	0
P08684	429737	0	0
P08684	28976	0	0
P08684	43354	0	0
P08684	31811	0	0
P08684	294107	0	0
P08684	1450253	0	0
P08684	100157	0	0
P08684	88797	0	0
P08684	8167	0	0
P08684	138037	0	0
P08684	1114	0	0
P08684	328137	0	0
P08684	466350	0	0
P08684	74284	0	0
P08684	674551	0	0
P08684	27780	0	0
P08684	365284	0	0
P08684	250908	0	0
P08684	81683	0	0
P08684	674961	0	0
P08684	4730	0	0
P08684	430124	0	0
P08684	342897	0	0
P08684	78303	0	0
P08684	368538	0	0
P08684	1712	0	0
P08684	346895	0	0
P08684	33679	0	0
P08684	635	0	0
P08684	11674	0	0
P08684	16847	0	0
P08684	2654	0	0
P08684	151923	0	0
P08684	2223	0	0
P08684	2046	0	0
P08684	75901	0	0
P08684	405366	0	0
P08684	66029	0	0
P08684	78759	0	0
P08684	418484	0	0
P08684	38764	0	0
P08684	8788	0	0
P08684	158277	0	0
P08684	196351	0	0
P08684	67617	0	0
P08684	70675	0	0
P08684	405365	0	0
P08684	421058	0	0
P08684	36842	0	0
P08684	88316	0	0
P08684	2994	0	0
P08684	139286	0	0
P08684	371546	0	0
P08684	13618	0	0
P08684	26431	0	0
P08684	316787	0	0
P08684	54547	0	0
P08684	674796	0	0
P08684	152751	0	0
P08684	3859	0	0
P08684	2045	0	0
P08684	47675	0	0
P08684	12506	0	0
P08684	31241	0	0
P08684	68607	0	0
P08684	28331	0	0
P08684	105252	0	0
P08684	16308	0	0
P08684	27639	0	0
P08684	5582	0	0
P08684	581819	0	0
P08684	7725	0	0
P08684	236019	0	0
P08684	675304	0	0
P08684	27629	0	0
P08684	581848	0	0
P08684	241	0	0
P08684	469763	0	0
P08684	27609	0	0
P08684	421350	0	0
P08684	29890	0	0
P08684	11002	0	0
P08684	353011	0	0
P08684	674660	0	0
P08684	86466	0	0
P08684	598402	0	0
P08684	419508	0	0
P08684	33373	0	0
P08684	27340	0	0
P08684	134333	0	0
P08684	14440	0	0
P08684	51182	0	0
P08684	336913	0	0
P08684	86042	0	0
P08684	581843	0	0
P08684	117758	0	0
P08684	165774	0	0
P08684	581814	0	0
P08684	1051118	0	0
P08684	558106	0	0
P08684	2431	0	0
P08684	315123	0	0
P08684	27546	0	0
P08684	445067	0	0
P08684	112090	0	0
P08684	453508	0	0
P08684	14367	0	0
P08684	641189	0	0
P08684	77456	0	0
P08684	390877	0	0
P08684	18694	0	0
P08684	182928	0	0
P08684	125294	0	0
P08684	50440	0	0
P08684	1248981	0	0
P08684	6243	0	0
P08684	94571	0	0
P08684	240769	0	0
P08684	675171	0	0
P08684	555972	0	0
P08684	343964	0	0
P08684	1620	0	0
P08684	8417	0	0
P08684	5772	0	0
P08684	191342	0	0
P08684	84505	0	0
P08684	76766	0	0
P08684	721	0	0
P08684	403465	0	0
P08684	487711	0	0
P08684	72873	0	0
P08684	442943	0	0
P08684	591037	0	0
P08684	66311	0	0
P08684	467361	0	0
P08684	2261	0	0
P08684	364859	0	0
P08684	674496	0	0
P08684	674357	0	0
P08684	6216	0	0
P08684	996	0	0
P08684	11005	0	0
P08684	405364	0	0
P08684	365281	0	0
P08684	10009	0	0
P08684	364745	0	0
P08684	10840	0	0
P08684	563655	0	0
P08684	570147	0	0
P08684	77652	0	0
P08684	36662	0	0
P08684	114108	0	0
P08684	8516	0	0
P08684	2465	0	0
P08684	53623	0	0
P08684	209224	0	0
P08684	10389	0	0
P08684	12825	0	0
P08684	14126	0	0
P08684	1672366	0	0
P08684	77779	0	0
P08684	42520	0	0
P08684	1615	0	0
P08684	921	0	0
P08684	421208	0	0
P08684	178796	0	0
P08684	65728	0	0
P08684	454141	0	0
P08684	453520	0	0
P08684	85553	0	0
P08684	674536	0	0
P08684	6643	0	0
P08684	3965	0	0
P08684	9277	0	0
P08684	99024	0	0
P08684	77474	0	0
P08684	16391	0	0
P08684	4345	0	0
P08684	187962	0	0
P08684	27029	0	0
P08684	2217	0	0
P08684	11968	0	0
P08684	97	0	0
P08684	27368	0	0
P08684	16656	0	0
P08684	365248	0	0
P08684	139225	0	0
P08684	421157	0	0
P08684	12494	0	0
P08684	8543	0	0
P08684	27112	0	0
P08684	23522	0	0
P08684	42013	0	0
P08684	27370	0	0
P08684	27341	0	0
P08684	175447	0	0
P08684	554892	0	0
P08684	246	0	0
P08684	146	0	0
P08684	139014	0	0
P08684	8062	0	0
P08684	119288	0	0
P08684	19737	0	0
P08684	209007	0	0
P08684	51056	0	0
P08684	27229	0	0
P08684	16581	0	0
P08684	115	0	0
P08684	11745	0	0
P08684	34197	0	0
P08684	430597	0	0
P08684	16505	0	0
P08684	20131	0	0
P08684	11819	0	0
P08684	46727	0	0
P08684	33055	0	0
P08684	266225	0	0
P08684	453570	0	0
P08684	2262	0	0
P08684	419601	0	0
P08684	419598	0	0
P08684	369179	0	0
P08684	1370	0	0
P08684	34234	0	0
P08684	229058	0	0
P08684	208749	0	0
P08684	37266	0	0
P08684	312304	0	0
P08684	16592	0	0
P08684	3183	0	0
P08684	21716	0	0
P08684	42689	0	0
P08684	29989	0	0
P08684	624467	0	0
P08684	138605	0	0
P08684	15958	0	0
P08684	13928	0	0
P08684	12957	0	0
P08684	408842	0	0
P08684	139099	0	0
P08684	21459	0	0
P08684	38727	0	0
P08684	675188	0	0
P08684	675090	0	0
P08684	7736	0	0
P08684	573	0	0
P08684	9495	0	0
P08684	317124	0	0
P08684	5975	0	0
P08684	675144	0	0
P08684	230659	0	0
P08684	3012	0	0
P08684	73548	0	0
P08684	6902	0	0
P08684	421066	0	0
P08684	674584	0	0
P08684	22873	0	0
P08684	712273	0	0
P08684	328158	0	0
P08684	181939	0	0
P08684	263558	0	0
P08684	20496	0	0
P08684	369464	0	0
P08684	789	0	0
P08684	619	0	0
P08684	5985	0	0
P08684	325239	0	0
P08684	380567	0	0
P08684	47447	0	0
P08684	112655	0	0
P08684	65415	0	0
P08684	3730	0	0
P08684	27912	0	0
P08684	38833	0	0
P08684	29637	0	0
P08684	51042	0	0
P08684	139210	0	0
P08684	1785	0	0
P08684	93895	0	0
P08684	1795	0	0
P08684	10898	0	0
P08684	421089	0	0
P08684	675307	0	0
P08684	173	0	0
P08684	13590	0	0
P08684	21698	0	0
P08684	27570	0	0
P08684	374548	0	0
P08684	62259	0	0
P08684	147981	0	0
P08684	675068	0	0
P08684	674813	0	0
P08684	675534	0	0
P08684	4941	0	0
P08684	16591	0	0
P08684	328173	0	0
P08684	504310	0	0
P08684	386457	0	0
P08684	674510	0	0
P08684	510462	0	0
P08684	6723	0	0
P08684	110803	0	0
P08684	26386	0	0
P08684	49931	0	0
P08684	27575	0	0
P08684	1994	0	0
P08684	5080	0	0
P08684	30180	0	0
P08684	34608	0	0
P08684	4504	0	0
P08684	68396	0	0
P08684	77207	0	0
P08684	33986	0	0
P08684	384948	0	0
P08684	378207	0	0
P08684	16959	0	0
P08684	1325	0	0
P08684	88800	0	0
P08684	21523	0	0
P08684	142808	0	0
P08684	381691	0	0
P08684	418411	0	0
P08684	421332	0	0
P08684	15217	0	0
P08684	419622	0	0
P08684	341383	0	0
P08684	139045	0	0
P08684	73547	0	0
P08684	17411	0	0
P08684	31804	0	0
P08684	27307	0	0
P08684	70140	0	0
P08684	179594	0	0
P08684	9217	0	0
P08684	675170	0	0
P08684	394165	0	0
P08684	134100	0	0
P08684	666	0	0
P08684	674630	0	0
P08684	27278	0	0
P08684	26401	0	0
P08684	674342	0	0
P08684	297372	0	0
P08684	1219	0	0
P08684	2208	0	0
P08684	674555	0	0
P08684	67010	0	0
P08684	71516	0	0
P08684	328201	0	0
P08684	373985	0	0
P08684	36864	0	0
P08684	180329	0	0
P08684	93858	0	0
P08684	35358	0	0
P08684	2326	0	0
P08684	194	0	0
P08684	16510	0	0
P08684	5028	0	0
P08684	5970	0	0
P08684	577488	0	0
P08684	43952	0	0
P08684	83772	0	0
P08684	686036	0	0
P08684	1362	0	0
P08684	96021	0	0
P08684	6968	0	0
P08684	23093	0	0
P08684	2247	0	0
P08684	132933	0	0
P08684	7714	0	0
P08684	56831	0	0
P08684	699395	0	0
P08684	1159	0	0
P08684	26590	0	0
P08684	1376044	0	0
P08684	56131	0	0
P08684	485738	0	0
P08684	255532	0	0
P08684	53616	0	0
P08684	5528	0	0
P08684	207	0	0
P08684	583322	0	0
P08684	107119	0	0
P08684	2131	0	0
P08684	60319	0	0
P08684	397074	0	0
P08684	17169	0	0
P08684	358192	0	0
P08684	65351	0	0
P08684	1333	0	0
P08684	24522	0	0
P08684	259959	0	0
P08684	222203	0	0
P08684	334866	0	0
P08684	1223	0	0
P08684	134040	0	0
P08684	365189	0	0
P08684	21697	0	0
P08684	675187	0	0
P08684	410802	0	0
P08684	27111	0	0
P08684	1542343	0	0
P08684	6914	0	0
P08684	364520	0	0
P08684	8531	0	0
P08684	611591	0	0
P08684	189203	0	0
P08684	20027	0	0
P08684	138562	0	0
P08684	189099	0	0
P08684	33060	0	0
P08684	32027	0	0
P08684	1153672	0	0
P08684	38898	0	0
P08684	34094	0	0
P07947	14805	0	0
P07947	276734	0	0
P07947	88797	0	0
P07947	88232	0	0
O14965	14805	0	0
O14965	88797	0	0
O14965	88232	0	0
O14965	33576	0	0
O14976	14805	0	0
O14976	276734	0	0
O43353	13048	0	0
O43353	88797	0	0
P05181	62817	0	0
P05181	150882	0	0
P05181	32869	0	0
P05181	57488	0	0
P05181	140107	0	0
P05181	77128	0	0
P05181	15086	0	0
P05181	1279	0	0
P05181	675297	0	0
P05181	16485	0	0
P05181	27626	0	0
P05181	418419	0	0
P05181	3599	0	0
P05181	517099	0	0
P05181	417180	0	0
P05181	431141	0	0
P05181	88841	0	0
P05181	56644	0	0
P05181	16735	0	0
P05181	116848	0	0
P05181	445395	0	0
P05181	12428	0	0
P05181	32459	0	0
P05181	7065	0	0
P05181	105442	0	0
P05181	443348	0	0
P05181	61706	0	0
P05181	91783	0	0
P05181	27152	0	0
P05181	313314	0	0
P05181	1280	0	0
P05181	418401	0	0
P05181	61680	0	0
P05181	675154	0	0
P05181	444750	0	0
P05181	35486	0	0
P05181	316539	0	0
P05181	674509	0	0
P05181	374182	0	0
P05181	94790	0	0
P05181	395607	0	0
P05181	386327	0	0
P05181	381693	0	0
P05181	155045	0	0
P05181	337366	0	0
P05181	261343	0	0
P05181	27647	0	0
P05181	143284	0	0
P05181	448986	0	0
P05181	365538	0	0
P05181	153342	0	0
P05181	253571	0	0
P05181	190484	0	0
P05181	8873	0	0
P05181	27347	0	0
P05181	112480	0	0
P05181	305519	0	0
P05181	27185	0	0
P05181	333157	0	0
P05181	433015	0	0
P05181	328400	0	0
P05181	82983	0	0
P05181	314587	0	0
P05181	406787	0	0
P05181	89526	0	0
P05181	27072	0	0
P05181	17347	0	0
P05181	364693	0	0
P05181	16450	0	0
P05181	70674	0	0
P05181	3345	0	0
P05181	127755	0	0
P05181	418414	0	0
P05181	1125	0	0
P05181	1025553	0	0
P05181	27648	0	0
P05181	6317	0	0
P05181	13758	0	0
P05181	374052	0	0
P05181	119640	0	0
P05181	419542	0	0
P05181	52087	0	0
P05181	1592408	0	0
P05181	16303	0	0
P05181	111060	0	0
P05181	393942	0	0
P05181	429737	0	0
P05181	28976	0	0
P05181	43354	0	0
P05181	31811	0	0
P05181	294107	0	0
P05181	1450253	0	0
P05181	100157	0	0
P05181	88797	0	0
P05181	52874	0	0
P05181	8167	0	0
P05181	138037	0	0
P05181	1114	0	0
P05181	328137	0	0
P05181	466350	0	0
P05181	74284	0	0
P05181	674551	0	0
P05181	27780	0	0
P05181	365284	0	0
P05181	250908	0	0
P05181	81683	0	0
P05181	674961	0	0
P05181	4730	0	0
P05181	430124	0	0
P05181	342897	0	0
P05181	78303	0	0
P05181	368538	0	0
P05181	1712	0	0
P05181	346895	0	0
P05181	33679	0	0
P05181	635	0	0
P05181	11674	0	0
P05181	16847	0	0
P05181	2654	0	0
P05181	151923	0	0
P05181	2223	0	0
P05181	2046	0	0
P05181	75901	0	0
P05181	405366	0	0
P05181	66029	0	0
P05181	78759	0	0
P05181	418484	0	0
P05181	38764	0	0
P05181	8788	0	0
P05181	158277	0	0
P05181	196351	0	0
P05181	67617	0	0
P05181	70675	0	0
P05181	405365	0	0
P05181	421058	0	0
P05181	36842	0	0
P05181	88316	0	0
P05181	2994	0	0
P05181	139286	0	0
P05181	371546	0	0
P05181	2203	0	0
P05181	13618	0	0
P05181	26431	0	0
P05181	316787	0	0
P05181	54547	0	0
P05181	674796	0	0
P05181	152751	0	0
P05181	3859	0	0
P05181	2045	0	0
P05181	47675	0	0
P05181	12506	0	0
P05181	31241	0	0
P05181	68607	0	0
P05181	28331	0	0
P05181	105252	0	0
P05181	16308	0	0
P05181	27639	0	0
P05181	5582	0	0
P05181	581819	0	0
P05181	7725	0	0
P05181	236019	0	0
P05181	675304	0	0
P05181	27629	0	0
P05181	581848	0	0
P05181	241	0	0
P05181	469763	0	0
P05181	27609	0	0
P05181	421350	0	0
P05181	29890	0	0
P05181	11002	0	0
P05181	353011	0	0
P05181	674660	0	0
P05181	86466	0	0
P05181	557741	0	0
P05181	598402	0	0
P05181	419508	0	0
P05181	33373	0	0
P05181	27340	0	0
P05181	134333	0	0
P05181	14440	0	0
P05181	51182	0	0
P05181	336913	0	0
P05181	86042	0	0
P05181	581843	0	0
P05181	117758	0	0
P05181	165774	0	0
P05181	581814	0	0
P05181	1051118	0	0
P05181	558106	0	0
P05181	2431	0	0
P05181	315123	0	0
P05181	27546	0	0
P05181	445067	0	0
P05181	112090	0	0
P05181	453508	0	0
P05181	14367	0	0
P05181	641189	0	0
P05181	77456	0	0
P05181	390877	0	0
P05181	588819	0	0
P05181	18694	0	0
P05181	182928	0	0
P05181	125294	0	0
P05181	50440	0	0
P05181	1248981	0	0
P05181	6243	0	0
P05181	94571	0	0
P05181	240769	0	0
P05181	13494	0	0
P05181	675171	0	0
P05181	558566	0	0
P05181	555972	0	0
P05181	343964	0	0
P05181	1620	0	0
P05181	8417	0	0
P05181	5772	0	0
P05181	191342	0	0
P05181	84505	0	0
P05181	76766	0	0
P05181	721	0	0
P05181	1278	0	0
P05181	403465	0	0
P05181	2261	0	0
P05181	487711	0	0
P05181	72873	0	0
P05181	442943	0	0
P05181	591037	0	0
P05181	9097	0	0
P05181	66311	0	0
P05181	467361	0	0
P05181	364859	0	0
P05181	674496	0	0
P05181	674357	0	0
P05181	10840	0	0
P05181	6216	0	0
P05181	996	0	0
P05181	11005	0	0
P05181	405364	0	0
P05181	365281	0	0
P05181	10009	0	0
P05181	364745	0	0
P05181	563655	0	0
P05181	570147	0	0
P05181	77652	0	0
P05181	36662	0	0
P05181	114108	0	0
P05181	8516	0	0
P05181	2465	0	0
P05181	921	0	0
P05181	53623	0	0
P05181	209224	0	0
P05181	10389	0	0
P05181	12825	0	0
P05181	14126	0	0
P05181	1672366	0	0
P05181	77779	0	0
P05181	42520	0	0
P05181	1615	0	0
P05181	148018	0	0
P05181	421208	0	0
P05181	9277	0	0
P05181	178796	0	0
P05181	65728	0	0
P05181	454141	0	0
P05181	453520	0	0
P05181	85553	0	0
P05181	674536	0	0
P05181	6643	0	0
P05181	3965	0	0
P05181	99024	0	0
P05181	77474	0	0
P05181	16391	0	0
P05181	4345	0	0
P05181	187962	0	0
P05181	27029	0	0
P05181	2217	0	0
P05181	8543	0	0
P05181	11968	0	0
P05181	97	0	0
P05181	27368	0	0
P05181	16656	0	0
P05181	365248	0	0
P05181	139225	0	0
P05181	421157	0	0
P05181	12494	0	0
P05181	27112	0	0
P05181	23522	0	0
P05181	42013	0	0
P05181	19737	0	0
P05181	27370	0	0
P05181	27341	0	0
P05181	175447	0	0
P05181	554892	0	0
P05181	246	0	0
P05181	146	0	0
P05181	139014	0	0
P05181	8062	0	0
P05181	119288	0	0
P05181	209007	0	0
P05181	51056	0	0
P05181	27229	0	0
P05181	16581	0	0
P05181	115	0	0
P05181	11745	0	0
P05181	34197	0	0
P05181	430597	0	0
P05181	16505	0	0
P05181	20131	0	0
P05181	11819	0	0
P05181	46727	0	0
P05181	242303	0	0
P05181	33055	0	0
P05181	266225	0	0
P05181	17224	0	0
P05181	419596	0	0
P05181	453570	0	0
P05181	2262	0	0
P05181	419601	0	0
P05181	419598	0	0
P05181	369179	0	0
P05181	1370	0	0
P05181	34234	0	0
P05181	229058	0	0
P05181	208749	0	0
P05181	37266	0	0
P05181	312304	0	0
P05181	16592	0	0
P05181	3183	0	0
P05181	21716	0	0
P05181	42689	0	0
P05181	29989	0	0
P05181	624467	0	0
P05181	138605	0	0
P05181	15958	0	0
P05181	13928	0	0
P05181	12957	0	0
P05181	408842	0	0
P05181	27713	0	0
P05181	139099	0	0
P05181	21459	0	0
P05181	38727	0	0
P05181	675188	0	0
P05181	675090	0	0
P05181	7736	0	0
P05181	573	0	0
P05181	9495	0	0
P05181	8917	0	0
P05181	317124	0	0
P05181	5975	0	0
P05181	675144	0	0
P05181	230659	0	0
P05181	3012	0	0
P05181	73548	0	0
P05181	6902	0	0
P05181	421066	0	0
P05181	674584	0	0
P05181	22873	0	0
P05181	712273	0	0
P05181	328158	0	0
P05181	181939	0	0
P05181	263558	0	0
P05181	20496	0	0
P05181	369464	0	0
P05181	789	0	0
P05181	619	0	0
P05181	5985	0	0
P05181	325239	0	0
