parent_molregno	accession	parent_chembl_id	target_organism	summary
38727	P41595	CHEMBL741	Homo sapiens	inactive
675188	P41595	CHEMBL1201237	Homo sapiens	inactive
9495	P41595	CHEMBL503	Homo sapiens	inactive
675090	P41595	CHEMBL1201139	Homo sapiens	inactive
317124	P41595	CHEMBL1373	Homo sapiens	inactive
5975	P41595	CHEMBL480	Homo sapiens	inactive
675144	P41595	CHEMBL1201193	Homo sapiens	inactive
230659	P41595	CHEMBL1237	Homo sapiens	inactive
73548	P41595	CHEMBL878	Homo sapiens	inactive
6902	P41595	CHEMBL80	Homo sapiens	inactive
421066	P41595	CHEMBL1513	Homo sapiens	inactive
674584	P41595	CHEMBL1200633	Homo sapiens	inactive
22873	P41595	CHEMBL19299	Homo sapiens	inactive
3012	P41595	CHEMBL45	Homo sapiens	inactive
712273	P41595	CHEMBL1276308	Homo sapiens	inactive
328158	P41595	CHEMBL1388	Homo sapiens	inactive
181939	P41595	CHEMBL1149	Homo sapiens	inactive
369464	P41595	CHEMBL1431	Homo sapiens	inactive
789	P41595	CHEMBL13	Homo sapiens	inactive
619	P41595	CHEMBL406	Homo sapiens	inactive
5985	P41595	CHEMBL481	Homo sapiens	inactive
325239	P41595	CHEMBL1384	Homo sapiens	inactive
20496	P41595	CHEMBL599	Homo sapiens	inactive
380567	P41595	CHEMBL189	Homo sapiens	inactive
112655	P41595	CHEMBL1009	Homo sapiens	inactive
3730	P41595	CHEMBL459	Homo sapiens	inactive
27912	P41595	CHEMBL137	Homo sapiens	inactive
17170	P41595	CHEMBL115	Homo sapiens	inactive
38833	P41595	CHEMBL742	Homo sapiens	inactive
29637	P41595	CHEMBL685	Homo sapiens	inactive
65415	P41595	CHEMBL852	Homo sapiens	inactive
51042	P41595	CHEMBL802	Homo sapiens	inactive
139210	P41595	CHEMBL1070	Homo sapiens	inactive
93895	P41595	CHEMBL960	Homo sapiens	inactive
1795	P41595	CHEMBL33	Homo sapiens	inactive
10898	P41595	CHEMBL514	Homo sapiens	inactive
421089	P41595	CHEMBL1515	Homo sapiens	inactive
86284	P41595	CHEMBL934	Homo sapiens	inactive
173	P41595	CHEMBL6	Homo sapiens	inactive
255904	P41595	CHEMBL157101	Homo sapiens	inactive
13590	P41595	CHEMBL105	Homo sapiens	inactive
21698	P41595	CHEMBL19236	Homo sapiens	inactive
27570	P41595	CHEMBL649	Homo sapiens	inactive
453548	P41595	CHEMBL460291	Homo sapiens	inactive
374548	P41595	CHEMBL1444	Homo sapiens	inactive
147981	P41595	CHEMBL1087	Homo sapiens	inactive
675068	P41595	CHEMBL1201117	Homo sapiens	inactive
674813	P41595	CHEMBL1200862	Homo sapiens	inactive
675534	P41595	CHEMBL1201631	Homo sapiens	inactive
4941	P41595	CHEMBL64	Homo sapiens	inactive
16591	P41595	CHEMBL571	Homo sapiens	inactive
328173	P41595	CHEMBL1390	Homo sapiens	inactive
386457	P41595	CHEMBL1456	Homo sapiens	inactive
674510	P41595	CHEMBL1200559	Homo sapiens	inactive
510462	P41595	CHEMBL1679	Homo sapiens	inactive
6723	P41595	CHEMBL79	Homo sapiens	inactive
26386	P41595	CHEMBL127	Homo sapiens	inactive
49931	P41595	CHEMBL34259	Homo sapiens	inactive
27575	P41595	CHEMBL650	Homo sapiens	inactive
1994	P41595	CHEMBL434	Homo sapiens	inactive
5080	P41595	CHEMBL469	Homo sapiens	inactive
71516	P41595	CHEMBL159	Homo sapiens	inactive
1325	P41595	CHEMBL422	Homo sapiens	inactive
88800	P41595	CHEMBL56564	Homo sapiens	inactive
67010	P41595	CHEMBL865	Homo sapiens	inactive
21523	P41595	CHEMBL603	Homo sapiens	inactive
142808	P41595	CHEMBL90555	Homo sapiens	inactive
381691	P41595	CHEMBL1451	Homo sapiens	inactive
418411	P41595	CHEMBL1490	Homo sapiens	inactive
421332	P41595	CHEMBL1521	Homo sapiens	inactive
15217	P41595	CHEMBL109	Homo sapiens	inactive
419622	P41595	CHEMBL1504	Homo sapiens	inactive
341383	P41595	CHEMBL203266	Homo sapiens	inactive
560078	P41595	CHEMBL553025	Homo sapiens	inactive
73547	P41595	CHEMBL877	Homo sapiens	inactive
17411	P41595	CHEMBL585	Homo sapiens	inactive
31804	P41595	CHEMBL695	Homo sapiens	inactive
139045	P41595	CHEMBL1069	Homo sapiens	inactive
27307	P41595	CHEMBL129	Homo sapiens	inactive
179594	P41595	CHEMBL415324	Homo sapiens	inactive
70140	P41595	CHEMBL262777	Homo sapiens	inactive
9217	P41595	CHEMBL93	Homo sapiens	inactive
394165	P41595	CHEMBL1464	Homo sapiens	inactive
134100	P41595	CHEMBL1054	Homo sapiens	inactive
675170	P41595	CHEMBL1201219	Homo sapiens	inactive
674630	P41595	CHEMBL1200679	Homo sapiens	inactive
674342	P41595	CHEMBL1200391	Homo sapiens	inactive
27278	P41595	CHEMBL637	Homo sapiens	inactive
674555	P41595	CHEMBL1200604	Homo sapiens	inactive
297372	P41595	CHEMBL1349	Homo sapiens	inactive
32027	P41595	CHEMBL698	Homo sapiens	inactive
1153672	P41595	CHEMBL1790041	Homo sapiens	inactive
38898	P41595	CHEMBL744	Homo sapiens	inactive
328201	P41595	CHEMBL1393	Homo sapiens	inactive
373985	P41595	CHEMBL1440	Homo sapiens	inactive
36864	P41595	CHEMBL727	Homo sapiens	inactive
699395	P41595	CHEMBL1237044	Homo sapiens	inactive
35358	P41595	CHEMBL27577	Homo sapiens	inactive
2326	P41595	CHEMBL447	Homo sapiens	inactive
180329	P41595	CHEMBL1148	Homo sapiens	inactive
923	P41595	CHEMBL413	Homo sapiens	inactive
93858	P41595	CHEMBL959	Homo sapiens	inactive
194	P41595	CHEMBL403	Homo sapiens	inactive
16510	P41595	CHEMBL15770	Homo sapiens	inactive
924	P41595	CHEMBL269732	Homo sapiens	inactive
5028	P41595	CHEMBL468	Homo sapiens	inactive
577488	P41595	CHEMBL1747	Homo sapiens	inactive
686036	P41595	CHEMBL1214185	Homo sapiens	inactive
1362	P41595	CHEMBL424	Homo sapiens	inactive
96021	P41595	CHEMBL972	Homo sapiens	inactive
23093	P41595	CHEMBL611	Homo sapiens	inactive
43952	P41595	CHEMBL772	Homo sapiens	inactive
83772	P41595	CHEMBL923	Homo sapiens	inactive
2247	P41595	CHEMBL443	Homo sapiens	inactive
132933	P41595	CHEMBL84158	Homo sapiens	inactive
56831	P41595	CHEMBL822	Homo sapiens	inactive
103658	P41595	CHEMBL165	Homo sapiens	inactive
1159	P41595	CHEMBL21	Homo sapiens	inactive
26590	P41595	CHEMBL625	Homo sapiens	inactive
1376044	P41595	CHEMBL2103774	Homo sapiens	inactive
56131	P41595	CHEMBL817	Homo sapiens	inactive
88100	P41595	CHEMBL163	Homo sapiens	inactive
255532	P41595	CHEMBL154111	Homo sapiens	inactive
5528	P41595	CHEMBL471	Homo sapiens	inactive
207	P41595	CHEMBL404	Homo sapiens	inactive
583322	P41595	CHEMBL1760	Homo sapiens	inactive
485738	P41595	CHEMBL1643	Homo sapiens	inactive
107119	P41595	CHEMBL991	Homo sapiens	inactive
2131	P41595	CHEMBL439	Homo sapiens	inactive
60319	P41595	CHEMBL833	Homo sapiens	inactive
17169	P41595	CHEMBL114	Homo sapiens	inactive
358192	P41595	CHEMBL1419	Homo sapiens	inactive
65351	P41595	CHEMBL850	Homo sapiens	inactive
24522	P41595	CHEMBL20883	Homo sapiens	inactive
259959	P41595	CHEMBL1306	Homo sapiens	inactive
222203	P41595	CHEMBL1219	Homo sapiens	inactive
397074	P41595	CHEMBL444633	Homo sapiens	inactive
334866	P41595	CHEMBL372795	Homo sapiens	inactive
1223	P41595	CHEMBL421	Homo sapiens	inactive
1333	P41595	CHEMBL26	Homo sapiens	inactive
21697	P41595	CHEMBL122	Homo sapiens	inactive
675187	P41595	CHEMBL1201236	Homo sapiens	inactive
410802	P41595	CHEMBL192	Homo sapiens	inactive
1542343	P41595	CHEMBL2367892	Homo sapiens	inactive
365189	P41595	CHEMBL374478	Homo sapiens	inactive
27111	P41595	CHEMBL128	Homo sapiens	inactive
8531	P41595	CHEMBL499	Homo sapiens	inactive
611591	P41595	CHEMBL1076211	Homo sapiens	inactive
20027	P41595	CHEMBL121	Homo sapiens	inactive
138562	P41595	CHEMBL1064	Homo sapiens	inactive
189099	P41595	CHEMBL1167	Homo sapiens	inactive
364520	P41595	CHEMBL386630	Homo sapiens	inactive
189203	P41595	CHEMBL1168	Homo sapiens	inactive
33060	P41595	CHEMBL703	Homo sapiens	inactive
7501	P41595	CHEMBL84	Homo sapiens	inactive
34094	P41595	CHEMBL714	Homo sapiens	inactive
674509	P08246	CHEMBL1200558	Homo sapiens	inactive
374182	P08246	CHEMBL388590	Homo sapiens	inactive
94790	P08246	CHEMBL965	Homo sapiens	inactive
62817	P08246	CHEMBL844	Homo sapiens	inactive
150882	P08246	CHEMBL1098	Homo sapiens	inactive
32869	P08246	CHEMBL701	Homo sapiens	inactive
57488	P08246	CHEMBL264374	Homo sapiens	inactive
140107	P08246	CHEMBL1077	Homo sapiens	inactive
77128	P08246	CHEMBL894	Homo sapiens	inactive
15086	P08246	CHEMBL108	Homo sapiens	inactive
1279	P08246	CHEMBL24	Homo sapiens	inactive
675297	P08246	CHEMBL1201346	Homo sapiens	inactive
16485	P08246	CHEMBL113	Homo sapiens	inactive
27626	P08246	CHEMBL135	Homo sapiens	inactive
418419	P08246	CHEMBL253376	Homo sapiens	inactive
3599	P08246	CHEMBL49	Homo sapiens	inactive
517099	P08246	CHEMBL508102	Homo sapiens	inactive
417180	P08246	CHEMBL1487	Homo sapiens	inactive
431141	P08246	CHEMBL1542	Homo sapiens	inactive
88841	P08246	CHEMBL942	Homo sapiens	inactive
56644	P08246	CHEMBL820	Homo sapiens	inactive
16735	P08246	CHEMBL278172	Homo sapiens	inactive
116848	P08246	CHEMBL1016	Homo sapiens	inactive
445395	P08246	CHEMBL517712	Homo sapiens	inactive
12428	P08246	CHEMBL529	Homo sapiens	inactive
443348	P08246	CHEMBL196	Homo sapiens	inactive
32459	P08246	CHEMBL24441	Homo sapiens	inactive
7065	P08246	CHEMBL493	Homo sapiens	inactive
105442	P08246	CHEMBL990	Homo sapiens	inactive
61706	P08246	CHEMBL838	Homo sapiens	inactive
91783	P08246	CHEMBL294199	Homo sapiens	inactive
1280	P08246	CHEMBL25	Homo sapiens	inactive
675154	P08246	CHEMBL1201203	Homo sapiens	inactive
27152	P08246	CHEMBL632	Homo sapiens	inactive
313314	P08246	CHEMBL1370	Homo sapiens	inactive
418401	P08246	CHEMBL1489	Homo sapiens	inactive
61680	P08246	CHEMBL158	Homo sapiens	inactive
444750	P08246	CHEMBL1560	Homo sapiens	inactive
35486	P08246	CHEMBL720	Homo sapiens	inactive
316539	P08246	CHEMBL188921	Homo sapiens	inactive
1125	P08246	CHEMBL20	Homo sapiens	inactive
1025553	P08246	CHEMBL1601669	Homo sapiens	inactive
386327	P08246	CHEMBL1455	Homo sapiens	inactive
381693	P08246	CHEMBL190	Homo sapiens	inactive
395607	P08246	CHEMBL1467	Homo sapiens	inactive
155045	P08246	CHEMBL1113	Homo sapiens	inactive
337366	P08246	CHEMBL1399	Homo sapiens	inactive
27647	P08246	CHEMBL660	Homo sapiens	inactive
261343	P08246	CHEMBL1308	Homo sapiens	inactive
143284	P08246	CHEMBL1082	Homo sapiens	inactive
253571	P08246	CHEMBL153479	Homo sapiens	inactive
190484	P08246	CHEMBL1169	Homo sapiens	inactive
448986	P08246	CHEMBL1566	Homo sapiens	inactive
365538	P08246	CHEMBL184	Homo sapiens	inactive
153342	P08246	CHEMBL1110	Homo sapiens	inactive
8873	P08246	CHEMBL267345	Homo sapiens	inactive
112480	P08246	CHEMBL1006	Homo sapiens	inactive
27347	P08246	CHEMBL642	Homo sapiens	inactive
27185	P08246	CHEMBL633	Homo sapiens	inactive
305519	P08246	CHEMBL174	Homo sapiens	inactive
333157	P08246	CHEMBL177	Homo sapiens	inactive
433015	P08246	CHEMBL1544	Homo sapiens	inactive
89526	P08246	CHEMBL945	Homo sapiens	inactive
328400	P08246	CHEMBL1395	Homo sapiens	inactive
82983	P08246	CHEMBL917	Homo sapiens	inactive
314587	P08246	CHEMBL189171	Homo sapiens	inactive
406787	P08246	CHEMBL1483	Homo sapiens	inactive
27072	P08246	CHEMBL629	Homo sapiens	inactive
17347	P08246	CHEMBL116	Homo sapiens	inactive
3345	P08246	CHEMBL47	Homo sapiens	inactive
127755	P08246	CHEMBL1046	Homo sapiens	inactive
364693	P08246	CHEMBL1425	Homo sapiens	inactive
16450	P08246	CHEMBL112	Homo sapiens	inactive
70674	P08246	CHEMBL870	Homo sapiens	inactive
418414	P08246	CHEMBL1491	Homo sapiens	inactive
27648	P08246	CHEMBL661	Homo sapiens	inactive
6317	P08246	CHEMBL488	Homo sapiens	inactive
105252	P08246	CHEMBL989	Homo sapiens	inactive
16308	P08246	CHEMBL563	Homo sapiens	inactive
27639	P08246	CHEMBL659	Homo sapiens	inactive
5582	P08246	CHEMBL472	Homo sapiens	inactive
581819	P08246	CHEMBL1752	Homo sapiens	inactive
28331	P08246	CHEMBL672	Homo sapiens	inactive
13758	P08246	CHEMBL106	Homo sapiens	inactive
374052	P08246	CHEMBL389621	Homo sapiens	inactive
250908	P08246	CHEMBL1282	Homo sapiens	inactive
419542	P08246	CHEMBL1501	Homo sapiens	inactive
52087	P08246	CHEMBL806	Homo sapiens	inactive
1592408	P08246	CHEMBL3039597	Homo sapiens	inactive
16303	P08246	CHEMBL562	Homo sapiens	inactive
119640	P08246	CHEMBL1024	Homo sapiens	inactive
111060	P08246	CHEMBL305660	Homo sapiens	inactive
393942	P08246	CHEMBL1463	Homo sapiens	inactive
429737	P08246	CHEMBL1535	Homo sapiens	inactive
52874	P08246	CHEMBL808	Homo sapiens	inactive
28976	P08246	CHEMBL679	Homo sapiens	inactive
43354	P08246	CHEMBL768	Homo sapiens	inactive
31811	P08246	CHEMBL696	Homo sapiens	inactive
294107	P08246	CHEMBL177756	Homo sapiens	inactive
1450253	P08246	CHEMBL2220442	Homo sapiens	inactive
100157	P08246	CHEMBL980	Homo sapiens	inactive
88797	P08246	CHEMBL941	Homo sapiens	inactive
8167	P08246	CHEMBL496	Homo sapiens	inactive
138037	P08246	CHEMBL1062	Homo sapiens	inactive
1114	P08246	CHEMBL417	Homo sapiens	inactive
328137	P08246	CHEMBL193482	Homo sapiens	inactive
466350	P08246	CHEMBL457299	Homo sapiens	inactive
74284	P08246	CHEMBL880	Homo sapiens	inactive
674551	P08246	CHEMBL1200600	Homo sapiens	inactive
27780	P08246	CHEMBL666	Homo sapiens	inactive
365284	P08246	CHEMBL182	Homo sapiens	inactive
81683	P08246	CHEMBL914	Homo sapiens	inactive
674961	P08246	CHEMBL1201010	Homo sapiens	inactive
4730	P08246	CHEMBL467	Homo sapiens	inactive
430124	P08246	CHEMBL1536	Homo sapiens	inactive
342897	P08246	CHEMBL1405	Homo sapiens	inactive
78303	P08246	CHEMBL902	Homo sapiens	inactive
368538	P08246	CHEMBL185	Homo sapiens	inactive
1712	P08246	CHEMBL31	Homo sapiens	inactive
346895	P08246	CHEMBL427216	Homo sapiens	inactive
33679	P08246	CHEMBL710	Homo sapiens	inactive
635	P08246	CHEMBL407	Homo sapiens	inactive
11674	P08246	CHEMBL521	Homo sapiens	inactive
16847	P08246	CHEMBL578	Homo sapiens	inactive
2654	P08246	CHEMBL456	Homo sapiens	inactive
151923	P08246	CHEMBL413965	Homo sapiens	inactive
38764	P08246	CHEMBL30008	Homo sapiens	inactive
2223	P08246	CHEMBL41	Homo sapiens	inactive
2046	P08246	CHEMBL35	Homo sapiens	inactive
75901	P08246	CHEMBL888	Homo sapiens	inactive
405366	P08246	CHEMBL1481	Homo sapiens	inactive
66029	P08246	CHEMBL862	Homo sapiens	inactive
78759	P08246	CHEMBL53463	Homo sapiens	inactive
418484	P08246	CHEMBL1493	Homo sapiens	inactive
8788	P08246	CHEMBL276832	Homo sapiens	inactive
158277	P08246	CHEMBL1117	Homo sapiens	inactive
196351	P08246	CHEMBL119443	Homo sapiens	inactive
67617	P08246	CHEMBL44884	Homo sapiens	inactive
70675	P08246	CHEMBL871	Homo sapiens	inactive
405365	P08246	CHEMBL1480	Homo sapiens	inactive
421058	P08246	CHEMBL1512	Homo sapiens	inactive
36842	P08246	CHEMBL726	Homo sapiens	inactive
88316	P08246	CHEMBL940	Homo sapiens	inactive
2994	P08246	CHEMBL457	Homo sapiens	inactive
139286	P08246	CHEMBL1073	Homo sapiens	inactive
371546	P08246	CHEMBL1433	Homo sapiens	inactive
674796	P08246	CHEMBL1200845	Homo sapiens	inactive
2203	P08246	CHEMBL442	Homo sapiens	inactive
13618	P08246	CHEMBL545	Homo sapiens	inactive
26431	P08246	CHEMBL622	Homo sapiens	inactive
316787	P08246	CHEMBL1372	Homo sapiens	inactive
54547	P08246	CHEMBL289469	Homo sapiens	inactive
152751	P08246	CHEMBL1108	Homo sapiens	inactive
3859	P08246	CHEMBL54	Homo sapiens	inactive
2045	P08246	CHEMBL435	Homo sapiens	inactive
47675	P08246	CHEMBL788	Homo sapiens	inactive
12506	P08246	CHEMBL532	Homo sapiens	inactive
31241	P08246	CHEMBL691	Homo sapiens	inactive
68607	P08246	CHEMBL44657	Homo sapiens	inactive
2465	P08246	CHEMBL452	Homo sapiens	inactive
675304	P08246	CHEMBL1201353	Homo sapiens	inactive
77652	P08246	CHEMBL898	Homo sapiens	inactive
36662	P08246	CHEMBL723	Homo sapiens	inactive
114108	P08246	CHEMBL305906	Homo sapiens	inactive
7725	P08246	CHEMBL428880	Homo sapiens	inactive
236019	P08246	CHEMBL139835	Homo sapiens	inactive
27629	P08246	CHEMBL657	Homo sapiens	inactive
241	P08246	CHEMBL8	Homo sapiens	inactive
469763	P08246	CHEMBL1626	Homo sapiens	inactive
27609	P08246	CHEMBL134	Homo sapiens	inactive
421350	P08246	CHEMBL248702	Homo sapiens	inactive
29890	P08246	CHEMBL139	Homo sapiens	inactive
581848	P08246	CHEMBL1754	Homo sapiens	inactive
11002	P08246	CHEMBL515	Homo sapiens	inactive
353011	P08246	CHEMBL1413	Homo sapiens	inactive
674660	P08246	CHEMBL1200709	Homo sapiens	inactive
86466	P08246	CHEMBL936	Homo sapiens	inactive
134333	P08246	CHEMBL1055	Homo sapiens	inactive
557741	P08246	CHEMBL1729	Homo sapiens	inactive
598402	P08246	CHEMBL1771	Homo sapiens	inactive
419508	P08246	CHEMBL254219	Homo sapiens	inactive
33373	P08246	CHEMBL707	Homo sapiens	inactive
27340	P08246	CHEMBL130	Homo sapiens	inactive
14440	P08246	CHEMBL107	Homo sapiens	inactive
51182	P08246	CHEMBL803	Homo sapiens	inactive
336913	P08246	CHEMBL178	Homo sapiens	inactive
86042	P08246	CHEMBL932	Homo sapiens	inactive
1051118	P08246	CHEMBL1628227	Homo sapiens	inactive
315123	P08246	CHEMBL1371	Homo sapiens	inactive
581843	P08246	CHEMBL1753	Homo sapiens	inactive
117758	P08246	CHEMBL75435	Homo sapiens	inactive
165774	P08246	CHEMBL1123	Homo sapiens	inactive
581814	P08246	CHEMBL1751	Homo sapiens	inactive
558106	P08246	CHEMBL1730	Homo sapiens	inactive
2431	P08246	CHEMBL451	Homo sapiens	inactive
27546	P08246	CHEMBL648	Homo sapiens	inactive
445067	P08246	CHEMBL504760	Homo sapiens	inactive
112090	P08246	CHEMBL70927	Homo sapiens	inactive
453508	P08246	CHEMBL461522	Homo sapiens	inactive
125294	P08246	CHEMBL1042	Homo sapiens	inactive
50440	P08246	CHEMBL799	Homo sapiens	inactive
14367	P08246	CHEMBL549	Homo sapiens	inactive
641189	P08246	CHEMBL1159650	Homo sapiens	inactive
77456	P08246	CHEMBL52440	Homo sapiens	inactive
390877	P08246	CHEMBL1460	Homo sapiens	inactive
588819	P08246	CHEMBL601773	Homo sapiens	inactive
18694	P08246	CHEMBL118	Homo sapiens	inactive
182928	P08246	CHEMBL110691	Homo sapiens	inactive
1248981	P08246	CHEMBL1909057	Homo sapiens	inactive
6243	P08246	CHEMBL72	Homo sapiens	inactive
94571	P08246	CHEMBL964	Homo sapiens	inactive
1620	P08246	CHEMBL30	Homo sapiens	inactive
240769	P08246	CHEMBL1261	Homo sapiens	inactive
13494	P08246	CHEMBL104	Homo sapiens	inactive
675171	P08246	CHEMBL1201220	Homo sapiens	inactive
558566	P08246	CHEMBL1732	Homo sapiens	inactive
555972	P08246	CHEMBL1727	Homo sapiens	inactive
343964	P08246	CHEMBL205596	Homo sapiens	inactive
76766	P08246	CHEMBL891	Homo sapiens	inactive
8417	P08246	CHEMBL88	Homo sapiens	inactive
5772	P08246	CHEMBL476	Homo sapiens	inactive
191342	P08246	CHEMBL1172	Homo sapiens	inactive
1278	P08246	CHEMBL23	Homo sapiens	inactive
84505	P08246	CHEMBL926	Homo sapiens	inactive
721	P08246	CHEMBL12	Homo sapiens	inactive
403465	P08246	CHEMBL1477	Homo sapiens	inactive
2261	P08246	CHEMBL42	Homo sapiens	inactive
487711	P08246	CHEMBL1650	Homo sapiens	inactive
72873	P08246	CHEMBL160	Homo sapiens	inactive
442943	P08246	CHEMBL1554	Homo sapiens	inactive
591037	P08246	CHEMBL1766	Homo sapiens	inactive
674357	P08246	CHEMBL1200406	Homo sapiens	inactive
9097	P08246	CHEMBL92	Homo sapiens	inactive
66311	P08246	CHEMBL43064	Homo sapiens	inactive
467361	P08246	CHEMBL1619	Homo sapiens	inactive
365281	P08246	CHEMBL384467	Homo sapiens	inactive
364859	P08246	CHEMBL181	Homo sapiens	inactive
674496	P08246	CHEMBL1200545	Homo sapiens	inactive
10840	P08246	CHEMBL513	Homo sapiens	inactive
6216	P08246	CHEMBL71	Homo sapiens	inactive
996	P08246	CHEMBL415	Homo sapiens	inactive
11005	P08246	CHEMBL516	Homo sapiens	inactive
405364	P08246	CHEMBL1479	Homo sapiens	inactive
10009	P08246	CHEMBL504	Homo sapiens	inactive
364745	P08246	CHEMBL219916	Homo sapiens	inactive
8516	P08246	CHEMBL498	Homo sapiens	inactive
563655	P08246	CHEMBL557555	Homo sapiens	inactive
570147	P08246	CHEMBL1741	Homo sapiens	inactive
21716	P08246	CHEMBL19224	Homo sapiens	inactive
42689	P08246	CHEMBL286398	Homo sapiens	inactive
77779	P08246	CHEMBL900	Homo sapiens	inactive
921	P08246	CHEMBL16	Homo sapiens	inactive
53623	P08246	CHEMBL36715	Homo sapiens	inactive
209224	P08246	CHEMBL1198	Homo sapiens	inactive
10389	P08246	CHEMBL506	Homo sapiens	inactive
12825	P08246	CHEMBL103	Homo sapiens	inactive
14126	P08246	CHEMBL278020	Homo sapiens	inactive
1672366	P08246	CHEMBL3183075	Homo sapiens	inactive
42520	P08246	CHEMBL762	Homo sapiens	inactive
1615	P08246	CHEMBL29	Homo sapiens	inactive
148018	P08246	CHEMBL1089	Homo sapiens	inactive
421208	P08246	CHEMBL1518	Homo sapiens	inactive
9277	P08246	CHEMBL94	Homo sapiens	inactive
178796	P08246	CHEMBL1144	Homo sapiens	inactive
65728	P08246	CHEMBL856	Homo sapiens	inactive
454141	P08246	CHEMBL1592	Homo sapiens	inactive
453520	P08246	CHEMBL1572	Homo sapiens	inactive
85553	P08246	CHEMBL56367	Homo sapiens	inactive
674536	P08246	CHEMBL1200585	Homo sapiens	inactive
6643	P08246	CHEMBL490	Homo sapiens	inactive
3965	P08246	CHEMBL55	Homo sapiens	inactive
99024	P08246	CHEMBL976	Homo sapiens	inactive
77474	P08246	CHEMBL897	Homo sapiens	inactive
16391	P08246	CHEMBL564	Homo sapiens	inactive
4345	P08246	CHEMBL57	Homo sapiens	inactive
187962	P08246	CHEMBL1162	Homo sapiens	inactive
27029	P08246	CHEMBL628	Homo sapiens	inactive
2217	P08246	CHEMBL40	Homo sapiens	inactive
27368	P08246	CHEMBL643	Homo sapiens	inactive
139225	P08246	CHEMBL1071	Homo sapiens	inactive
8543	P08246	CHEMBL500	Homo sapiens	inactive
11968	P08246	CHEMBL527	Homo sapiens	inactive
97	P08246	CHEMBL2	Homo sapiens	inactive
42013	P08246	CHEMBL757	Homo sapiens	inactive
16656	P08246	CHEMBL573	Homo sapiens	inactive
365248	P08246	CHEMBL1428	Homo sapiens	inactive
421157	P08246	CHEMBL1517	Homo sapiens	inactive
12494	P08246	CHEMBL531	Homo sapiens	inactive
27112	P08246	CHEMBL631	Homo sapiens	inactive
23522	P08246	CHEMBL614	Homo sapiens	inactive
139014	P08246	CHEMBL1068	Homo sapiens	inactive
19737	P08246	CHEMBL595	Homo sapiens	inactive
27370	P08246	CHEMBL131	Homo sapiens	inactive
27341	P08246	CHEMBL640	Homo sapiens	inactive
51056	P08246	CHEMBL154	Homo sapiens	inactive
175447	P08246	CHEMBL1140	Homo sapiens	inactive
554892	P08246	CHEMBL1726	Homo sapiens	inactive
246	P08246	CHEMBL9	Homo sapiens	inactive
146	P08246	CHEMBL4	Homo sapiens	inactive
8062	P08246	CHEMBL428647	Homo sapiens	inactive
119288	P08246	CHEMBL75880	Homo sapiens	inactive
209007	P08246	CHEMBL1196	Homo sapiens	inactive
20131	P08246	CHEMBL597	Homo sapiens	inactive
27229	P08246	CHEMBL635	Homo sapiens	inactive
16581	P08246	CHEMBL569	Homo sapiens	inactive
46727	P08246	CHEMBL783	Homo sapiens	inactive
115	P08246	CHEMBL3	Homo sapiens	inactive
11745	P08246	CHEMBL13209	Homo sapiens	inactive
34197	P08246	CHEMBL715	Homo sapiens	inactive
430597	P08246	CHEMBL1540	Homo sapiens	inactive
16505	P08246	CHEMBL567	Homo sapiens	inactive
11819	P08246	CHEMBL526	Homo sapiens	inactive
242303	P08246	CHEMBL1262	Homo sapiens	inactive
33055	P08246	CHEMBL702	Homo sapiens	inactive
266225	P08246	CHEMBL1321	Homo sapiens	inactive
17224	P08246	CHEMBL584	Homo sapiens	inactive
419596	P08246	CHEMBL193	Homo sapiens	inactive
453570	P08246	CHEMBL475534	Homo sapiens	inactive
2262	P08246	CHEMBL445	Homo sapiens	inactive
419601	P08246	CHEMBL1503	Homo sapiens	inactive
419598	P08246	CHEMBL1502	Homo sapiens	inactive
369179	P08246	CHEMBL1430	Homo sapiens	inactive
1370	P08246	CHEMBL27	Homo sapiens	inactive
34234	P08246	CHEMBL716	Homo sapiens	inactive
229058	P08246	CHEMBL1231	Homo sapiens	inactive
208749	P08246	CHEMBL1194	Homo sapiens	inactive
37266	P08246	CHEMBL728	Homo sapiens	inactive
312304	P08246	CHEMBL184618	Homo sapiens	inactive
16592	P08246	CHEMBL572	Homo sapiens	inactive
3183	P08246	CHEMBL46	Homo sapiens	inactive
16959	P08246	CHEMBL580	Homo sapiens	inactive
30180	P08246	CHEMBL689	Homo sapiens	inactive
4504	P08246	CHEMBL58	Homo sapiens	inactive
12957	P08246	CHEMBL534	Homo sapiens	inactive
33986	P08246	CHEMBL141	Homo sapiens	inactive
384948	P08246	CHEMBL1454	Homo sapiens	inactive
378207	P08246	CHEMBL1447	Homo sapiens	inactive
27713	P08246	CHEMBL21731	Homo sapiens	inactive
29989	P08246	CHEMBL686	Homo sapiens	inactive
624467	P08246	CHEMBL1098319	Homo sapiens	inactive
138605	P08246	CHEMBL1065	Homo sapiens	inactive
15958	P08246	CHEMBL558	Homo sapiens	inactive
21459	P08246	CHEMBL19019	Homo sapiens	inactive
13928	P08246	CHEMBL547	Homo sapiens	inactive
408842	P08246	CHEMBL191	Homo sapiens	inactive
573	P08246	CHEMBL6437	Homo sapiens	inactive
139099	P08246	CHEMBL86304	Homo sapiens	inactive
38727	P08246	CHEMBL741	Homo sapiens	inactive
675188	P08246	CHEMBL1201237	Homo sapiens	inactive
675090	P08246	CHEMBL1201139	Homo sapiens	inactive
7736	P08246	CHEMBL86	Homo sapiens	inactive
