Drug name	chembl_id	molregno	Original synonyms	value	upper_value	reference	type	assay_id
		1946593		0.03400000000000001			Fu	CHEMBL3579310
		1946600		0.039999999999999994			Fu	CHEMBL3579310
		1946603		0.093			Fu	CHEMBL3579310
		1946604		0.0019999999999999996			Fu	CHEMBL3579310
		1946611		0.0019999999999999996			Fu	CHEMBL3579310
		1946613		0.058			Fu	CHEMBL3579310
		1946198		0.011999999999999999			Fu	CHEMBL3579578
		1948402		0.09799999999999998			Fu	CHEMBL3584083
		1948439		0.05999999999999999			Fu	CHEMBL3584212
		1948438		0.27			Fu	CHEMBL3584212
		1948437		0.11999999999999998			Fu	CHEMBL3584212
		1948436		0.19999999999999998			Fu	CHEMBL3584212
		1948434		0.07999999999999999			Fu	CHEMBL3584212
		1948433		0.07999999999999999			Fu	CHEMBL3584212
		1948432		0.08999999999999997			Fu	CHEMBL3584212
		1948431		0.039999999999999994			Fu	CHEMBL3584212
		1948430		0.039999999999999994			Fu	CHEMBL3584212
		1948429		0.029999999999999995			Fu	CHEMBL3584212
		1948428		0.07			Fu	CHEMBL3584212
		1948427		0.08999999999999997			Fu	CHEMBL3584212
		1948426		0.05999999999999999			Fu	CHEMBL3584212
		1337270		0.039999999999999994			Fu	CHEMBL3584212
		1337249		0.05999999999999999			Fu	CHEMBL3584212
		1337271		0.049999999999999996			Fu	CHEMBL3584212
AZTREONAM		61680		0.6200000000000001			Fu	CHEMBL3584212
		1946809		0.07999999999999999			Fu	CHEMBL3584645
		1949655		0.029			Fu	CHEMBL3587811
		1949304		0.26700000000000007			Fu	CHEMBL3587288
		1949303		0.17			Fu	CHEMBL3587288
		1949302		0.06200000000000001			Fu	CHEMBL3587288
		1949301		0.039999999999999994			Fu	CHEMBL3587288
		1622812		0.2909999999999999			Fu	CHEMBL3587288
		1622805		0.11700000000000002			Fu	CHEMBL3587288
		1622797		0.003999999999999999			Fu	CHEMBL3587288
AMIODARONE		27185		9.999999999999999e-05			Fu	CHEMBL3591953
CEFOTETAN		458729		0.08999999999999997			Fu	CHEMBL3591953
CEFPIRAMIDE		675155		0.08999999999999997			Fu	CHEMBL3591953
DIAZEPAM		721		0.019999999999999997			Fu	CHEMBL3591953
ETOPOSIDE		68607		0.04899999999999999			Fu	CHEMBL3591953
IBUPROFEN		11674		0.0022999999999999995			Fu	CHEMBL3591953
		1950801		0.007000000000000003			Fu	CHEMBL3591953
PIMOZIDE		364141		0.0015999999999999999			Fu	CHEMBL3591953
VALPROIC ACID		15217		0.051999999999999984			Fu	CHEMBL3591953
PRAZOSIN		97		0.053			Fu	CHEMBL3591953
SILDENAFIL		410802		0.06399999999999999			Fu	CHEMBL3591953
ZAMIFENACIN		35958		9.999999999999999e-05			Fu	CHEMBL3591953
TAMSULOSIN		61181		0.009999999999999998			Fu	CHEMBL3591957
		1950184		0.5199999999999999			Fu	CHEMBL3591661
INDOMETHACIN		173		0.009999999999999998			Fu	CHEMBL3591348
KETOPROFEN		16591		0.007999999999999998			Fu	CHEMBL3591348
FLUCONAZOLE		13758		0.8900000000000001			Fu	CHEMBL3591348
DIAZEPAM		721		0.022999999999999996			Fu	CHEMBL3591348
CHLORPHENIRAMINE		10358		0.05600000000000002			Fu	CHEMBL3591348
FLUOXETINE		2223		0.05999999999999999			Fu	CHEMBL3591348
		1953576		0.0029999999999999996			Fu	CHEMBL3599137
		1955157		0.059000000000000025			Fu	CHEMBL3599137
		1955212		0.008999999999999998			Fu	CHEMBL3599137
		1955120		0.0029999999999999996			Fu	CHEMBL3599137
		1955011		0.014000000000000005			Fu	CHEMBL3599137
		1955122		0.017000000000000005			Fu	CHEMBL3599137
		1955123		0.003999999999999999			Fu	CHEMBL3599137
		1955258		0.003999999999999999			Fu	CHEMBL3599137
		1955011		0.008999999999999998			Fu	CHEMBL3599137
		1955178		0.003999999999999999			Fu	CHEMBL3599137
		1955179		0.011000000000000001			Fu	CHEMBL3599137
		1955180		0.05600000000000002			Fu	CHEMBL3599137
		1955191		0.0019999999999999996			Fu	CHEMBL3599137
		1955192		0.0029999999999999996			Fu	CHEMBL3599137
		1955194		0.004999999999999999			Fu	CHEMBL3599137
		1955036		0.07600000000000003			Fu	CHEMBL3599137
		1955037		0.0029999999999999996			Fu	CHEMBL3599137
		1953847		0.11			Fu	CHEMBL3598811
		1953880		0.03400000000000001			Fu	CHEMBL3598811
		1953960		0.035			Fu	CHEMBL3598811
		1953962		0.0007999999999999999			Fu	CHEMBL3598811
		1958343		0.039999999999999994			Fu	CHEMBL3607062
		1958607		0.23999999999999996			Fu	CHEMBL3607294
		1958608		0.19000000000000003			Fu	CHEMBL3607294
		1960187		0.07499999999999998			Fu	CHEMBL3610829
		1960503		0.03599999999999999			Fu	CHEMBL3611656
		1964749		0.009999999999999998			Fu	CHEMBL3618678
		1963184		0.9799999999999996			Fu	CHEMBL3618719
		1966816		0.10399999999999997			Fu	CHEMBL3624818
		1965854		0.04899999999999999			Fu	CHEMBL3625597
		1966643		0.003999999999999999			Fu	CHEMBL3627069
		1966644		0.003999999999999999			Fu	CHEMBL3627069
		1966645		0.003999999999999999			Fu	CHEMBL3627069
		1966684		0.014999999999999998			Fu	CHEMBL3624766
		1966686		0.04599999999999999			Fu	CHEMBL3624766
		1966688		0.0051			Fu	CHEMBL3624766
		1966691		0.0025999999999999994			Fu	CHEMBL3624766
		478465		0.014000000000000005			Fu	CHEMBL3631342
		1968063		0.051			Fu	CHEMBL3631342
		1971714		0.009999999999999998			Fu	CHEMBL3635107
		1971715		0.009999999999999998			Fu	CHEMBL3635107
		1971387		0.4299999999999999			Fu	CHEMBL3635183
		1571373		0.34			Fu	CHEMBL3635183
		1971388		0.56			Fu	CHEMBL3635183
		1971390		0.5999999999999999			Fu	CHEMBL3635183
		1971608		0.17999999999999994			Fu	CHEMBL3635183
		1971609		0.11			Fu	CHEMBL3635183
		1971610		0.41			Fu	CHEMBL3635183
		1970408		0.54			Fu	CHEMBL3635837
		1970508		0.5			Fu	CHEMBL3636525
		1970507		0.7000000000000002			Fu	CHEMBL3636525
		1970505		0.5			Fu	CHEMBL3636525
		1970506		0.8999999999999998			Fu	CHEMBL3636525
		1970718		0.5999999999999999			Fu	CHEMBL3636525
		1970719		0.376			Fu	CHEMBL3637260
		1970981		0.09999999999999999			Fu	CHEMBL3637285
		1971144		0.14			Fu	CHEMBL3637285
		1971207		0.25999999999999995			Fu	CHEMBL3636802
		1971225		0.17			Fu	CHEMBL3636802
		1971236		0.4599999999999999			Fu	CHEMBL3636802
		1971240		0.3500000000000001			Fu	CHEMBL3636802
PROPRANOLOL		1370		0.421			Fu	CHEMBL3738827
		2051166		0.17899999999999994			Fu	CHEMBL3738827
		2051167		0.36699999999999994			Fu	CHEMBL3738827
		2052604		0.289			Fu	CHEMBL3745168
		2054339		0.029999999999999995			Fu	CHEMBL3744113
		2054354		0.047999999999999994			Fu	CHEMBL3744113
		2054422		0.014999999999999998			Fu	CHEMBL3744113
		2054736		0.031999999999999994			Fu	CHEMBL3743819
		2054756		0.08900000000000001			Fu	CHEMBL3743819
		2054737		0.27			Fu	CHEMBL3743819
		2054738		0.14			Fu	CHEMBL3743819
		2054739		0.19000000000000003			Fu	CHEMBL3743819
		2054740		0.19000000000000003			Fu	CHEMBL3743819
		2056721		9.999999999999999e-05			Fu	CHEMBL3750201
		2056723		9.999999999999999e-05			Fu	CHEMBL3750201
		2056751		0.031999999999999994			Fu	CHEMBL3749552
		2055953		0.08200000000000002			Fu	CHEMBL3749963
		2062626		0.0019999999999999996			Fu	CHEMBL3762438
		2062627		0.008999999999999998			Fu	CHEMBL3762438
		2062628		0.0009999999999999998			Fu	CHEMBL3762438
		2062629		0.029999999999999995			Fu	CHEMBL3762438
		2062630		0.026999999999999996			Fu	CHEMBL3762438
		2068136		0.05999999999999999			Fu	CHEMBL3768071
		1614207		0.57			Fu	CHEMBL3773068
		2072796		0.8400000000000001			Fu	CHEMBL3773068
		2072797		0.88			Fu	CHEMBL3773068
		2071675		0.007999999999999998			Fu	CHEMBL3772393
		2074119		0.007000000000000003			Fu	CHEMBL3776156
		2074118		0.0019999999999999996			Fu	CHEMBL3776156
		2074117		0.009999999999999998			Fu	CHEMBL3776156
		2074116		0.009999999999999998			Fu	CHEMBL3776156
		2074115		0.004999999999999999			Fu	CHEMBL3776156
		2074114		0.008999999999999998			Fu	CHEMBL3776156
		2074113		0.022999999999999996			Fu	CHEMBL3776156
		2074112		0.008999999999999998			Fu	CHEMBL3776156
		2074111		0.025999999999999992			Fu	CHEMBL3776156
		2074110		0.03800000000000001			Fu	CHEMBL3776156
		2074109		0.15999999999999998			Fu	CHEMBL3776156
		2074108		0.019999999999999997			Fu	CHEMBL3776156
		2074107		0.021000000000000005			Fu	CHEMBL3776156
		2074106		0.091			Fu	CHEMBL3776156
		2074105		0.023999999999999997			Fu	CHEMBL3776156
		2074104		0.035			Fu	CHEMBL3776156
		2074103		0.014999999999999998			Fu	CHEMBL3776156
		2074102		0.07			Fu	CHEMBL3776156
		2074101		0.008999999999999998			Fu	CHEMBL3776156
		2074100		0.019000000000000006			Fu	CHEMBL3776156
		2074099		0.06300000000000001			Fu	CHEMBL3776156
		2074098		0.0006			Fu	CHEMBL3776156
		2074097		0.007000000000000003			Fu	CHEMBL3776156
		2074096		0.011999999999999999			Fu	CHEMBL3776156
		2075409		0.4599999999999999			Fu	CHEMBL3782417
		2077020		0.31999999999999995			Fu	CHEMBL3788771
		2077022		0.409			Fu	CHEMBL3788771
		2077023		0.3380000000000001			Fu	CHEMBL3788771
		2077024		0.478			Fu	CHEMBL3788771
		2077025		0.309			Fu	CHEMBL3788771
		2077027		0.2860000000000001			Fu	CHEMBL3788771
		2077028		0.4979999999999998			Fu	CHEMBL3788771
		2077026		0.419			Fu	CHEMBL3788771
		2078116		0.34			Fu	CHEMBL3790413
		2076825		0.25999999999999995			Fu	CHEMBL3791489
		2078567		0.009999999999999998			Fu	CHEMBL3790234
		2078568		0.009999999999999998			Fu	CHEMBL3790234
		2078569		0.009999999999999998			Fu	CHEMBL3790234
		2078570		0.009999999999999998			Fu	CHEMBL3790234
		2078571		0.009999999999999998			Fu	CHEMBL3790234
		2078572		0.009999999999999998			Fu	CHEMBL3790234
		2078591		0.009999999999999998			Fu	CHEMBL3790234
		2078592		0.009999999999999998			Fu	CHEMBL3790234
		2078593		0.009999999999999998			Fu	CHEMBL3790234
		2078594		0.009999999999999998			Fu	CHEMBL3790234
		2078595		0.009999999999999998			Fu	CHEMBL3790234
		2078596		0.009999999999999998			Fu	CHEMBL3790234
		2078597		0.009999999999999998			Fu	CHEMBL3790234
HALOPERIDOL		3859		0.005999999999999999			Fu	CHEMBL3790154
VALPROIC ACID		15217		0.06699999999999999			Fu	CHEMBL3789846
		2080515		0.007000000000000003			Fu	CHEMBL3796314
		2080521		0.005999999999999999			Fu	CHEMBL3796314
		2080523		0.0019999999999999996			Fu	CHEMBL3796314
		2080524		0.0019999999999999996			Fu	CHEMBL3796314
		2080526		0.031000000000000007			Fu	CHEMBL3796314
		2080528		0.009999999999999998			Fu	CHEMBL3796314
		2080530		0.009999999999999998			Fu	CHEMBL3796314
		2080534		0.057000000000000016			Fu	CHEMBL3796314
		2080539		0.039			Fu	CHEMBL3796314
		2080540		0.035			Fu	CHEMBL3796314
		2080541		0.005999999999999999			Fu	CHEMBL3796314
		2080544		0.03699999999999999			Fu	CHEMBL3796314
		2080545		0.017000000000000005			Fu	CHEMBL3796314
		2080559		0.005999999999999999			Fu	CHEMBL3796314
		2080560		0.011000000000000001			Fu	CHEMBL3796314
		2080567		0.008999999999999998			Fu	CHEMBL3796314
		2080571		0.014999999999999998			Fu	CHEMBL3796314
		2080572		0.003999999999999999			Fu	CHEMBL3796314
		2080573		0.007999999999999998			Fu	CHEMBL3796314
		2080574		0.0009999999999999998			Fu	CHEMBL3796314
PHENYL PROPIONIC ACID		65403		0.09500000000000001			Fu	CHEMBL3801196
		256900		0.29			Fu	CHEMBL3801196
		21424		0.36999999999999994			Fu	CHEMBL3801196
		2084418		0.68			Fu	CHEMBL3801196
		2084419		0.6399999999999999			Fu	CHEMBL3801196
		1162720		0.31000000000000005			Fu	CHEMBL3801196
		2084420		0.08859999999999998			Fu	CHEMBL3801196
		2085199		0.0031000000000000003			Fu	CHEMBL3801196
		2085200		0.049999999999999996			Fu	CHEMBL3801196
		2084423		0.6071999999999999			Fu	CHEMBL3801196
		854934		0.3727000000000001			Fu	CHEMBL3801196
		2084424		0.12799999999999997			Fu	CHEMBL3801196
		2084425		0.08100000000000002			Fu	CHEMBL3801196
		2084426		0.31000000000000005			Fu	CHEMBL3801196
		155303		0.77			Fu	CHEMBL3801196
		2084427		0.011200000000000002			Fu	CHEMBL3801196
		136512		0.03400000000000001			Fu	CHEMBL3801196
		275003		0.14			Fu	CHEMBL3801196
		2084428		0.011000000000000001			Fu	CHEMBL3801196
		2084429		0.011699999999999999			Fu	CHEMBL3801196
		2084431		0.006499999999999998			Fu	CHEMBL3801196
		2084432		0.0009999999999999998			Fu	CHEMBL3801196
		2084434		0.07960000000000003			Fu	CHEMBL3801196
		2084435		0.11090000000000001			Fu	CHEMBL3801196
		2084436		0.14300000000000004			Fu	CHEMBL3801196
		2084437		0.15999999999999998			Fu	CHEMBL3801196
		2084439		0.0819			Fu	CHEMBL3801196
		2084440		0.06449999999999997			Fu	CHEMBL3801196
		2084441		0.0025999999999999994			Fu	CHEMBL3801196
		2084442		0.005199999999999999			Fu	CHEMBL3801196
		2084444		0.11999999999999998			Fu	CHEMBL3801196
		2084445		0.0159			Fu	CHEMBL3801196
		2084858		0.29999999999999993			Fu	CHEMBL3802911
		478465		0.014000000000000005			Fu	CHEMBL3804549
		2084971		0.026999999999999996			Fu	CHEMBL3804549
		2084972		0.0009999999999999998			Fu	CHEMBL3804549
		2085048		0.007000000000000003			Fu	CHEMBL3804047
		2085067		0.003999999999999999			Fu	CHEMBL3804047
		2085912		0.039999999999999994			Fu	CHEMBL3808006
		2086643		0.014999999999999998			Fu	CHEMBL3808215
		2087921		0.049999999999999996			Fu	CHEMBL3810879
		1573595		0.09999999999999999			Fu	CHEMBL3810879
		2087922		0.17999999999999994			Fu	CHEMBL3810879
		1611260		0.25999999999999995			Fu	CHEMBL3810879
		2087923		0.22999999999999995			Fu	CHEMBL3810879
		2087924		0.17999999999999994			Fu	CHEMBL3810879
		2087925		0.019999999999999997			Fu	CHEMBL3810879
		2087926		0.07			Fu	CHEMBL3810879
		2087927		0.22			Fu	CHEMBL3810879
		1611261		0.39			Fu	CHEMBL3810879
		2087928		0.29999999999999993			Fu	CHEMBL3810879
		2087929		0.29			Fu	CHEMBL3810879
		2087930		0.11			Fu	CHEMBL3810879
		2087931		0.31000000000000005			Fu	CHEMBL3810879
		2087932		0.31999999999999995			Fu	CHEMBL3810879
		2087933		0.22			Fu	CHEMBL3810879
		2087934		0.19999999999999998			Fu	CHEMBL3810879
		2087935		0.32999999999999996			Fu	CHEMBL3810879
		2087936		0.3599999999999999			Fu	CHEMBL3810879
		2087843		0.05999999999999999			Fu	CHEMBL3810537
		2087844		0.049999999999999996			Fu	CHEMBL3810537
		2087978		0.15999999999999998			Fu	CHEMBL3810537
		780918		0.0019999999999999996			Fu	CHEMBL3810537
		2087981		0.09999999999999999			Fu	CHEMBL3810537
		2087982		0.09999999999999999			Fu	CHEMBL3810537
		2090656		0.0009999999999999998			Fu	CHEMBL3821613
		2090657		0.0012999999999999997			Fu	CHEMBL3821613
		2090658		0.00035999999999999997			Fu	CHEMBL3821613
		2090659		0.00021			Fu	CHEMBL3821613
		2092520		0.29999999999999993			Fu	CHEMBL3824878
		1526150		0.011000000000000001			Fu	CHEMBL3826070
		2092803		0.007000000000000003			Fu	CHEMBL3826070
		2092804		0.0029999999999999996			Fu	CHEMBL3826070
		2092807		0.012999999999999996			Fu	CHEMBL3826070
		2092812		0.011000000000000001			Fu	CHEMBL3826070
		2092813		0.005999999999999999			Fu	CHEMBL3826070
		2093215		0.191			Fu	CHEMBL3824554
		2094048		0.009999999999999998			Fu	CHEMBL3824957
		2094049		0.009999999999999998			Fu	CHEMBL3824957
		2094050		0.009999999999999998			Fu	CHEMBL3824957
		2094051		0.009999999999999998			Fu	CHEMBL3824957
		2094052		0.039999999999999994			Fu	CHEMBL3824957
		2094054		0.049999999999999996			Fu	CHEMBL3824957
		2094055		0.039999999999999994			Fu	CHEMBL3824957
		2094056		0.029999999999999995			Fu	CHEMBL3824957
		2094057		0.05999999999999999			Fu	CHEMBL3824957
		2095677		0.007000000000000003			Fu	CHEMBL3829800
		2095869		0.029999999999999995			Fu	CHEMBL3829800
		2094491		0.8900000000000001			Fu	CHEMBL3829800
		2021377		0.0083			Fu	CHEMBL3853447
		2016418		0.0012			Fu	CHEMBL3853447
		2133532		0.008400000000000001			Fu	CHEMBL3853566
		2138915		0.0034			Fu	CHEMBL3853566
		2111869		0.022999999999999996			Fu	CHEMBL3854695
		2100592		0.00017			Fu	CHEMBL3854732
		2101950		0.019999999999999997			Fu	CHEMBL3855348
		2107742		0.044000000000000004			Fu	CHEMBL3855501
		2109537		0.033			Fu	CHEMBL3855501
		2194096		0.02800000000000001			Fu	CHEMBL3855501
		2165467		0.017000000000000005			Fu	CHEMBL3855501
		2105301		0.058			Fu	CHEMBL3855501
		2176575		0.017999999999999995			Fu	CHEMBL3855501
		2193796		0.011000000000000001			Fu	CHEMBL3855751
		2154613		0.0029999999999999996			Fu	CHEMBL3858631
		2143277		0.31000000000000005			Fu	CHEMBL3860693
		1766409		0.67			Fu	CHEMBL3860693
		2198868		1.0			Fu	CHEMBL3863238
		2115568		0.005999999999999999	0.014000000000000005		Fu	CHEMBL3863820
		2192847		0.005999999999999999	0.014000000000000005		Fu	CHEMBL3863820
		2145815		0.005999999999999999	0.014000000000000005		Fu	CHEMBL3863820
		2043525		0.0009999999999999998			Fu	CHEMBL3863834
		2187002		0.015999999999999997			Fu	CHEMBL3868168
		2125368		9.999999999999999e-05			Fu	CHEMBL3868168
		2173873		0.039999999999999994			Fu	CHEMBL3868168
		2147006		0.0014999999999999998			Fu	CHEMBL3868168
PREDNISOLONE		27370		0.41			Fu	CHEMBL3868168
		2121575		0.023999999999999997			Fu	CHEMBL3868207
		2140532		0.014999999999999998			Fu	CHEMBL3868207
		2156592		0.39999999999999997			Fu	CHEMBL3869591
		2143120		0.58			Fu	CHEMBL3869665
		2143084		0.004999999999999999			Fu	CHEMBL3870262
		2115132		0.0009999999999999998			Fu	CHEMBL3870262
		2105149		0.0009999999999999998			Fu	CHEMBL3870262
		2181900		0.003999999999999999			Fu	CHEMBL3870262
		2170835		0.017999999999999995			Fu	CHEMBL3870262
		2162151		0.0009999999999999998			Fu	CHEMBL3870262
		2153399		0.0029999999999999996			Fu	CHEMBL3870262
		2107393		0.004999999999999999			Fu	CHEMBL3870262
		2196217		0.004999999999999999			Fu	CHEMBL3870262
		2173159		0.053			Fu	CHEMBL3874700
		2125005		0.019000000000000006			Fu	CHEMBL3874700
		2151882		0.009999999999999998			Fu	CHEMBL3874700
		1300004		0.003999999999999999			Fu	CHEMBL3874734
		2142909		0.035			Fu	CHEMBL3874734
		2098710		0.0019999999999999996			Fu	CHEMBL3876542
		2127802		0.247			Fu	CHEMBL3878954
		2163046		0.0003			Fu	CHEMBL3879764
Bis(1,3,5-trimethylbenzene)technetium		182729		21.000000000000004			PPB	CHEMBL624575
Bis(1,2,4-trimethylbenzene)technetium		182705		19.999999999999996			PPB	CHEMBL624575
BIS(TOLUENE)TECHNETIUM		182707		11.0			PPB	CHEMBL767366
BIS(HEXAMETHYLBENZENE)TECHNETIUM		182605		71.99999999999997			PPB	CHEMBL624576
Bis(1,4-diethylbenzene)technetium		183420		60.0			PPB	CHEMBL624576
Bis(1,1,4,6-tetramethylindane)technetium		182604		94.0			PPB	CHEMBL624576
Bis(1,3-diethylbenzene)technetium		183380		64.0			PPB	CHEMBL624576
Bis(5-isopropyl-m-xylene)technetium		183329		79.99999999999999			PPB	CHEMBL624576
Bis(4,6-dimethylindane)technetium		183249		56.99999999999999			PPB	CHEMBL624576
TETRAHYDROACENAPHTHENE		183381		89.99999999999997			PPB	CHEMBL624576
HEXAETHYLBENZENE		183292		84.00000000000001			PPB	CHEMBL624576
PENTAMETHYLBENZENE		183178		55.0			PPB	CHEMBL624576
Bis(1,2,3,4,5,6,7,8-octahydroanthracene)technetium		182642		35.000000000000014			PPB	CHEMBL624576
Bis(1,1,4,6,7-pentamethylindane)technetium		182644		95.0			PPB	CHEMBL624576
Bis(1,2,3,4-tetrahydronaphthalene)technetium		182603		51.00000000000001			PPB	CHEMBL624576
Bis(1,2-diethylbenzene)technetium		183221		84.00000000000001			PPB	CHEMBL624576
TRINDAN		183383		27.0			PPB	CHEMBL624576
DODECAHYDROTRIPHENYLENE		183424		84.00000000000001			PPB	CHEMBL624576
Bis(1,2,3,4-tetramethylbenzene)technetium		182706		45.999999999999986			PPB	CHEMBL624576
Bis(1,3,5-triethylbenzene)technetium		183328		83.0			PPB	CHEMBL624576
Bis(1,2,3,5-tetramethylbenzene)technetium		182730		35.999999999999986			PPB	CHEMBL767366
Bis(m-xylene)technetium		182731		11.0			PPB	CHEMBL767365
BIS(INDAN)TECHNETIUM		183250		17.0			PPB	CHEMBL624576
Bis(1,2,4,5-tetramethylbenzene)technetium		182704		42.00000000000001			PPB	CHEMBL624576
Bis(1-methyl-(2-propyl)benzene)technetium		183330		74.99999999999999			PPB	CHEMBL624576
Bis(toluene)technetium		182769		11.0			PPB	CHEMBL767366
Bis(1,2,3-trimethylbenzene)technetium		183177		23.999999999999996			PPB	CHEMBL624575
Bis(1,3,5-tri-tert-butylbenzene)technetium		183325		81.0			PPB	CHEMBL624576
		38479		70.00000000000003			PPB	CHEMBL619353
		37716		14.000000000000004			PPB	CHEMBL619353
		38478		41.00000000000001			PPB	CHEMBL619353
		72646		94.0			PPB	CHEMBL697760
		72624		88.0			PPB	CHEMBL697760
L-374087		7693		77.99999999999999			PPB	CHEMBL697760
		80082		97.5			PPB	CHEMBL619354
		79577		55.4			PPB	CHEMBL619354
		79226		99.4			PPB	CHEMBL619354
		79346		97.5			PPB	CHEMBL619354
		79611		97.2			PPB	CHEMBL619354
		79505		91.20000000000002			PPB	CHEMBL619354
		80278		98.49999999999999			PPB	CHEMBL619354
		148782		99.50000000000006			PPB	CHEMBL618943
		148176		99.59999999999998			PPB	CHEMBL618943
		1941448		60.0			PPB	CHEMBL618942
		63550		84.99999999999999			PPB	CHEMBL618942
		62992		88.0			PPB	CHEMBL618942
		63665		94.0			PPB	CHEMBL618942
		63089		99.0			PPB	CHEMBL618942
		63728		47.0			PPB	CHEMBL618942
		169747		97.99999999999996			PPB	CHEMBL834989
		304889		95.99999999999999			PPB	CHEMBL839458
		305007		93.0			PPB	CHEMBL839458
		304921		95.99999999999999			PPB	CHEMBL839458
		305153		95.0			PPB	CHEMBL839458
		305016		64.99999999999999			PPB	CHEMBL839458
		304933		89.99999999999997			PPB	CHEMBL839458
		304979		99.0			PPB	CHEMBL839458
		305023		91.99999999999997			PPB	CHEMBL839458
		304892		77.99999999999999			PPB	CHEMBL839458
		304886		81.0			PPB	CHEMBL839458
		304953		99.0			PPB	CHEMBL839458
		240166		88.0			PPB	CHEMBL840347
		307782		77.99999999999999			PPB	CHEMBL840347
		308058		91.99999999999997			PPB	CHEMBL840347
		307993		95.0			PPB	CHEMBL840347
		312179		35.999999999999986			PPB	CHEMBL829768
		312153		82.5			PPB	CHEMBL829768
		312186		79.4			PPB	CHEMBL830564
		312046		98.49999999999999			PPB	CHEMBL829768
		312047		93.6			PPB	CHEMBL829768
		312166		91.7			PPB	CHEMBL829768
		318656		99.90000000000002			PPB	CHEMBL876022
LADARIXIN		320007		99.8			PPB	CHEMBL827441
REPARIXIN		316774		99.90000000000002			PPB	CHEMBL827441
		319860		91.99999999999997			PPB	CHEMBL827441
		319861		70.00000000000003			PPB	CHEMBL827441
		320192		62.000000000000014			PPB	CHEMBL827441
		320217		85.1			PPB	CHEMBL827441
		317025		75.1			PPB	CHEMBL827441
		316775		83.09999999999998			PPB	CHEMBL827441
		319834		95.99999999999999			PPB	CHEMBL827441
		320071		70.20000000000003			PPB	CHEMBL827441
FLURBIPROFEN		16308		99.50000000000006			PPB	CHEMBL827441
INDOMETHACIN		173		89.99999999999997			PPB	CHEMBL827441
		319890		97.99999999999996			PPB	CHEMBL827441
KETOROLAC		5080		99.20000000000005			PPB	CHEMBL827441
SULINDAC		16510		94.0			PPB	CHEMBL827441
TOLMETIN		118617		99.59999999999998			PPB	CHEMBL827441
ZOMEPIRAC		23001		98.49999999999999			PPB	CHEMBL827441
