Drug name	chembl_id	molregno	Original synonyms	value	upper_value	reference	type	assay_id
		1781260		0.12999999999999998			Fu	CHEMBL3366713
		1781261		0.03800000000000001			Fu	CHEMBL3366713
		1781262		0.017999999999999995			Fu	CHEMBL3366713
		1781263		0.07499999999999998			Fu	CHEMBL3366713
		1781264		0.029999999999999995			Fu	CHEMBL3366713
		1781265		0.053			Fu	CHEMBL3366713
		1781266		0.053			Fu	CHEMBL3366713
		1781267		0.019999999999999997			Fu	CHEMBL3366713
		1781268		0.011999999999999999			Fu	CHEMBL3366713
		1781269		0.005999999999999999			Fu	CHEMBL3366713
		1781270		0.017999999999999995			Fu	CHEMBL3366713
		1781271		0.009999999999999998			Fu	CHEMBL3366713
		1781273		0.019000000000000006			Fu	CHEMBL3366713
		1781274		0.019999999999999997			Fu	CHEMBL3366713
		1781275		0.12999999999999998			Fu	CHEMBL3366713
		1781276		0.14			Fu	CHEMBL3366713
		1781277		0.029			Fu	CHEMBL3366713
		1781278		0.03400000000000001			Fu	CHEMBL3366713
		1781279		0.057000000000000016			Fu	CHEMBL3366713
		1781280		0.022000000000000002			Fu	CHEMBL3366713
		1781281		0.007000000000000003			Fu	CHEMBL3366713
		1781282		0.004999999999999999			Fu	CHEMBL3366713
		1781283		0.009999999999999998			Fu	CHEMBL3366713
		1781284		0.043			Fu	CHEMBL3366713
		1781285		0.026999999999999996			Fu	CHEMBL3366713
		1781286		0.024999999999999998			Fu	CHEMBL3366713
		1781287		0.026999999999999996			Fu	CHEMBL3366713
AZD-6482		1428626		0.07999999999999999			Fu	CHEMBL3368187
		1783376		0.25999999999999995			Fu	CHEMBL3368187
		1781288		0.021000000000000005			Fu	CHEMBL3366713
		1781289		0.047			Fu	CHEMBL3366713
		1781290		0.02800000000000001			Fu	CHEMBL3366713
		1781291		0.03599999999999999			Fu	CHEMBL3366713
		1781292		0.031999999999999994			Fu	CHEMBL3366713
		1781293		0.07600000000000003			Fu	CHEMBL3366713
		1781294		0.05399999999999999			Fu	CHEMBL3366713
		1781295		0.071			Fu	CHEMBL3366713
		1781296		0.039			Fu	CHEMBL3366713
		1781297		0.031999999999999994			Fu	CHEMBL3366713
		1781298		0.09599999999999999			Fu	CHEMBL3366713
		1781299		0.04200000000000001			Fu	CHEMBL3366713
		1781300		0.011000000000000001			Fu	CHEMBL3366713
		1781301		0.03599999999999999			Fu	CHEMBL3366713
		1781302		0.071			Fu	CHEMBL3366713
		1781303		0.03599999999999999			Fu	CHEMBL3366713
		1781304		0.011000000000000001			Fu	CHEMBL3366713
		1781305		0.019000000000000006			Fu	CHEMBL3366713
		1781307		0.009999999999999998			Fu	CHEMBL3366713
		1781308		0.014999999999999998			Fu	CHEMBL3366713
		1781309		0.03699999999999999			Fu	CHEMBL3366713
		1781310		0.026999999999999996			Fu	CHEMBL3366713
		1781311		0.0029999999999999996			Fu	CHEMBL3366713
		1781312		0.009999999999999998			Fu	CHEMBL3366713
		1781313		0.009999999999999998			Fu	CHEMBL3366713
TELCAGEPANT		402280		0.04100000000000001			Fu	CHEMBL3370559
		1762148		0.07999999999999999			Fu	CHEMBL3363156
		1779862		0.00019999999999999998			Fu	CHEMBL3375003
		1778945		0.007999999999999998			Fu	CHEMBL3375003
		1779841		0.09999999999999999			Fu	CHEMBL3375003
		1778942		0.22999999999999995			Fu	CHEMBL3375003
		1780291		0.009999999999999998			Fu	CHEMBL3364864
		1780297		0.009999999999999998			Fu	CHEMBL3364864
		1780299		0.009999999999999998			Fu	CHEMBL3364864
		1780300		0.009999999999999998			Fu	CHEMBL3364864
		1748691		0.009999999999999998			Fu	CHEMBL3367614
		1782475		0.05999999999999999			Fu	CHEMBL3367614
		1784429		0.11499999999999998			Fu	CHEMBL3371909
		1784431		0.18300000000000002			Fu	CHEMBL3371909
		1784527		0.301			Fu	CHEMBL3371909
		1784531		0.13399999999999998			Fu	CHEMBL3371909
		1784522		0.27499999999999997			Fu	CHEMBL3371909
		1784539		0.051			Fu	CHEMBL3371909
		1781574		0.11999999999999998			Fu	CHEMBL3363401
		1783060		0.0009999999999999998			Fu	CHEMBL3369992
		1783068		0.0009999999999999998			Fu	CHEMBL3369992
		1783115		0.004999999999999999			Fu	CHEMBL3369992
		1783128		0.0019999999999999996			Fu	CHEMBL3369992
		1762790		0.009999999999999998			Fu	CHEMBL3378586
		1762801		0.014000000000000005			Fu	CHEMBL3378586
		1762800		0.021000000000000005			Fu	CHEMBL3378586
		1762609		0.047			Fu	CHEMBL3378586
		1762250		0.09599999999999999			Fu	CHEMBL3378586
		1784141		0.033			Fu	CHEMBL3366873
		1784142		0.21000000000000002			Fu	CHEMBL3366873
		1784145		0.14			Fu	CHEMBL3366873
		1784146		0.11999999999999998			Fu	CHEMBL3366873
		1823439		0.14599999999999996			Fu	CHEMBL3388527
		1823999		0.07			Fu	CHEMBL3381233
		1940553		0.011999999999999999			Fu	CHEMBL3381248
		1940417		0.012999999999999996			Fu	CHEMBL3381248
		1940551		0.009999999999999998			Fu	CHEMBL3381248
		1822140		0.02800000000000001			Fu	CHEMBL3389961
		1822135		0.035			Fu	CHEMBL3389961
		1822143		0.04200000000000001			Fu	CHEMBL3389961
		1822142		0.051999999999999984			Fu	CHEMBL3389961
		1822141		0.09599999999999999			Fu	CHEMBL3389961
		1822138		0.029999999999999995			Fu	CHEMBL3389961
		1821711		0.06300000000000001			Fu	CHEMBL3389961
		1822136		0.08200000000000002			Fu	CHEMBL3389961
		1822147		0.12999999999999998			Fu	CHEMBL3389961
		1822146		0.08999999999999997			Fu	CHEMBL3389961
		1822145		0.009999999999999998			Fu	CHEMBL3389961
		1824027		0.015999999999999997			Fu	CHEMBL3381260
		1824027		0.014000000000000005			Fu	CHEMBL3381260
		1824017		0.019999999999999997			Fu	CHEMBL3381260
		1940553		0.0009999999999999998			Fu	CHEMBL3381260
		1819699		0.6399999999999999			Fu	CHEMBL3361751
		1819698		0.6599999999999999			Fu	CHEMBL3361751
		1819697		0.71			Fu	CHEMBL3361751
		1793976		0.68			Fu	CHEMBL3361751
		1819708		0.7000000000000002			Fu	CHEMBL3361751
		1428496		0.25999999999999995			Fu	CHEMBL3361751
		1819700		0.5999999999999999			Fu	CHEMBL3361751
		1819701		0.7000000000000002			Fu	CHEMBL3361751
		1819702		0.7000000000000002			Fu	CHEMBL3361751
		1819703		0.7299999999999999			Fu	CHEMBL3361751
		1819704		0.56			Fu	CHEMBL3361751
		1819705		0.78			Fu	CHEMBL3361751
		1817515		0.022999999999999996			Fu	CHEMBL3389038
OSIMERTINIB		1817518		0.029			Fu	CHEMBL3389038
		1817511		0.026999999999999996			Fu	CHEMBL3389038
		1817512		0.031999999999999994			Fu	CHEMBL3389038
		1817513		0.024999999999999998			Fu	CHEMBL3389038
		1817514		0.08900000000000001			Fu	CHEMBL3389038
		1817516		0.03599999999999999			Fu	CHEMBL3389038
		1822134		0.094			Fu	CHEMBL3389961
		1822139		0.009999999999999998			Fu	CHEMBL3389961
		1822137		0.051			Fu	CHEMBL3389961
		1822144		0.009999999999999998			Fu	CHEMBL3389961
CIPROFLOXACIN		241		0.7399999999999999			Fu	CHEMBL3389961
LINEZOLID		26280		0.71			Fu	CHEMBL3389961
		1822160		0.005999999999999999			Fu	CHEMBL3384636
		1788744		0.014999999999999998			Fu	CHEMBL3370323
		1032988		0.005999999999999999			Fu	CHEMBL3390702
		1791024		0.025999999999999992			Fu	CHEMBL3390702
		1817517		0.07499999999999998			Fu	CHEMBL3389038
		1817519		0.07499999999999998			Fu	CHEMBL3389038
		1817520		0.039			Fu	CHEMBL3389038
		1792572		0.39999999999999997			Fu	CHEMBL3384784
		1794922		0.078			Fu	CHEMBL3386704
		1438083		0.017000000000000005			Fu	CHEMBL3384082
		1791672		0.06100000000000001			Fu	CHEMBL3383662
		1791691		0.011999999999999999			Fu	CHEMBL3383662
		1823432		0.012999999999999996			Fu	CHEMBL3386040
		1823437		0.09999999999999999			Fu	CHEMBL3388527
		1827666		0.044000000000000004			Fu	CHEMBL3396794
		1827672		0.003999999999999999			Fu	CHEMBL3396794
		1827674		0.031000000000000007			Fu	CHEMBL3396794
		1827677		0.12200000000000003			Fu	CHEMBL3396794
		1827679		0.004999999999999999			Fu	CHEMBL3396794
		1828543		0.19999999999999998			Fu	CHEMBL3395025
		1828553		0.09999999999999999			Fu	CHEMBL3395025
		1828555		0.14			Fu	CHEMBL3395025
		1828557		0.11999999999999998			Fu	CHEMBL3395025
		1828662		0.029999999999999995			Fu	CHEMBL3395405
		1159341		0.085			Fu	CHEMBL3396512
		1827100		0.27			Fu	CHEMBL3396512
		1827101		0.022999999999999996			Fu	CHEMBL3396512
		1827110		0.25999999999999995			Fu	CHEMBL3396512
TEPOTINIB		1832976		0.022999999999999996			Fu	CHEMBL3404486
		395324		0.025999999999999992			Fu	CHEMBL3404719
		436926		0.0029999999999999996			Fu	CHEMBL3404719
		1834053		0.009999999999999998			Fu	CHEMBL3404719
		1834054		0.07			Fu	CHEMBL3404719
		1834055		0.019000000000000006			Fu	CHEMBL3404719
		1834064		0.0009999999999999998			Fu	CHEMBL3404719
		1834065		0.0009999999999999998			Fu	CHEMBL3404719
		1834066		0.0019999999999999996			Fu	CHEMBL3404719
		1834067		0.0009999999999999998			Fu	CHEMBL3404719
		1834068		0.0009999999999999998			Fu	CHEMBL3404719
		1834070		0.019000000000000006			Fu	CHEMBL3404719
		1834071		0.021000000000000005			Fu	CHEMBL3404719
		1834072		0.019000000000000006			Fu	CHEMBL3404719
		1834074		0.03699999999999999			Fu	CHEMBL3404719
		1834075		0.009999999999999998			Fu	CHEMBL3404719
		1834076		0.0019999999999999996			Fu	CHEMBL3404719
		1834077		0.005999999999999999			Fu	CHEMBL3404719
		1834078		0.014000000000000005			Fu	CHEMBL3404719
		1834079		0.029999999999999995			Fu	CHEMBL3404719
		1834080		0.014999999999999998			Fu	CHEMBL3404719
		1832758		0.34			Fu	CHEMBL3405782
		1834525		0.6119999999999999			Fu	CHEMBL3414378
		1834529		0.242			Fu	CHEMBL3414378
		1834535		0.026700000000000005			Fu	CHEMBL3414378
		1834536		0.026700000000000005			Fu	CHEMBL3414378
		1836982		0.0029999999999999996			Fu	CHEMBL3412670
		1278159		0.023999999999999997			Fu	CHEMBL3412670
BASIMGLURANT		1763588		0.014000000000000005			Fu	CHEMBL3412670
		1836998		0.0029999999999999996			Fu	CHEMBL3412670
		1837189		0.06499999999999999			Fu	CHEMBL3413803
		1837193		0.17			Fu	CHEMBL3413803
		1837194		0.09799999999999998			Fu	CHEMBL3413803
		1837197		0.059000000000000025			Fu	CHEMBL3413803
		1837199		0.09500000000000001			Fu	CHEMBL3413803
		1837200		0.07199999999999998			Fu	CHEMBL3413803
		1837201		0.15999999999999998			Fu	CHEMBL3413803
		1837202		0.029			Fu	CHEMBL3413803
		1837203		0.044000000000000004			Fu	CHEMBL3413803
		1837204		0.005999999999999999			Fu	CHEMBL3413803
		1837205		0.053			Fu	CHEMBL3413803
		1837206		0.058			Fu	CHEMBL3413803
		1837207		0.021000000000000005			Fu	CHEMBL3413803
		1837208		0.02800000000000001			Fu	CHEMBL3413803
		1837209		0.044999999999999984			Fu	CHEMBL3413803
		1837210		0.014000000000000005			Fu	CHEMBL3413803
		1837211		0.012999999999999996			Fu	CHEMBL3413803
		1837212		0.015999999999999997			Fu	CHEMBL3413803
		1837213		0.014000000000000005			Fu	CHEMBL3413803
		1837214		0.017000000000000005			Fu	CHEMBL3413803
		1837215		0.029999999999999995			Fu	CHEMBL3413803
		1837216		0.017999999999999995			Fu	CHEMBL3413803
		1837217		0.033			Fu	CHEMBL3413803
		1837218		0.019999999999999997			Fu	CHEMBL3413803
		1837219		0.055			Fu	CHEMBL3413803
		1837220		0.05600000000000002			Fu	CHEMBL3413803
		1837221		0.009400000000000002			Fu	CHEMBL3413803
		1837222		0.0063999999999999994			Fu	CHEMBL3413803
		1837223		0.022000000000000002			Fu	CHEMBL3413803
		1837224		0.017999999999999995			Fu	CHEMBL3413803
		1837225		0.03599999999999999			Fu	CHEMBL3413803
		1837226		0.029			Fu	CHEMBL3413803
		1837227		0.043			Fu	CHEMBL3413803
PRESATOVIR		1837228		0.044000000000000004			Fu	CHEMBL3413803
		1837452		0.41			Fu	CHEMBL3413529
		1835003		0.27			Fu	CHEMBL3411411
		1835004		0.19000000000000003			Fu	CHEMBL3411411
		1835006		0.14999999999999997			Fu	CHEMBL3411411
		1835008		0.05999999999999999			Fu	CHEMBL3411411
		1835013		0.27			Fu	CHEMBL3411411
		1835026		0.14			Fu	CHEMBL3411411
		1835030		0.11999999999999998			Fu	CHEMBL3411411
		1835033		0.17			Fu	CHEMBL3411411
		1835034		0.17			Fu	CHEMBL3411411
AZTREONAM		61680		0.6200000000000001			Fu	CHEMBL3412999
PIRAZMONAM		1383197		0.29			Fu	CHEMBL3412999
		1337270		0.039999999999999994			Fu	CHEMBL3412999
		1837741		0.23999999999999996			Fu	CHEMBL3412999
		1837742		0.14			Fu	CHEMBL3412999
		1837743		0.15999999999999998			Fu	CHEMBL3412999
		1837744		0.25999999999999995			Fu	CHEMBL3412999
		1837745		0.32999999999999996			Fu	CHEMBL3412999
		1837746		0.61			Fu	CHEMBL3412999
		1837747		0.22999999999999995			Fu	CHEMBL3412999
		1837748		0.25			Fu	CHEMBL3412999
		1837749		0.39999999999999997			Fu	CHEMBL3412999
		1837750		0.25999999999999995			Fu	CHEMBL3412999
		1837751		0.31000000000000005			Fu	CHEMBL3412999
		1837752		0.38000000000000006			Fu	CHEMBL3412999
		1837753		0.14			Fu	CHEMBL3412999
		1837754		0.17999999999999994			Fu	CHEMBL3412999
		1837755		0.21000000000000002			Fu	CHEMBL3412999
		1837756		0.28			Fu	CHEMBL3412999
		1837757		0.07999999999999999			Fu	CHEMBL3412999
		1837758		0.25999999999999995			Fu	CHEMBL3412999
		1837759		0.4499999999999999			Fu	CHEMBL3412999
		1837760		0.4299999999999999			Fu	CHEMBL3412999
		1837761		0.27			Fu	CHEMBL3412999
		1837762		0.25999999999999995			Fu	CHEMBL3412999
		1837763		0.25999999999999995			Fu	CHEMBL3412999
		1837764		0.22999999999999995			Fu	CHEMBL3412999
		1840736		0.047			Fu	CHEMBL3418146
		1840914		0.009999999999999998			Fu	CHEMBL3417968
		1841135		1.0			Fu	CHEMBL3425376
		1842096		0.0032999999999999995			Fu	CHEMBL3425239
		52511		0.0019999999999999996			Fu	CHEMBL3429922
		1844777		0.011999999999999999			Fu	CHEMBL3429922
		1844793		0.0024999999999999996			Fu	CHEMBL3429922
		1844794		0.0012			Fu	CHEMBL3429922
		1844807		0.004999999999999999			Fu	CHEMBL3429922
		1844808		0.0015999999999999999			Fu	CHEMBL3429922
		1844896		0.009999999999999998			Fu	CHEMBL3430050
		1844897		0.009999999999999998			Fu	CHEMBL3430050
		1844898		0.009999999999999998			Fu	CHEMBL3430050
		1844899		0.009999999999999998			Fu	CHEMBL3430050
		1844900		0.015999999999999997			Fu	CHEMBL3430050
		1844901		0.009999999999999998			Fu	CHEMBL3430050
		1844902		0.009999999999999998			Fu	CHEMBL3430050
		1844903		0.009999999999999998			Fu	CHEMBL3430050
		1844904		0.009999999999999998			Fu	CHEMBL3430050
		1844905		0.029			Fu	CHEMBL3430050
		1844906		0.017999999999999995			Fu	CHEMBL3430050
		1844907		0.04899999999999999			Fu	CHEMBL3430050
		1844908		0.25999999999999995			Fu	CHEMBL3430050
		1844909		0.066			Fu	CHEMBL3430050
		1844910		0.06200000000000001			Fu	CHEMBL3430050
		1844911		0.03800000000000001			Fu	CHEMBL3430050
		1844912		0.38000000000000006			Fu	CHEMBL3430050
		311633		0.009999999999999998			Fu	CHEMBL3430050
LINEZOLID		26280		0.7000000000000002			Fu	CHEMBL3430050
RIFAMPIN		365189		0.16499999999999998			Fu	CHEMBL3430050
		1843530		0.02800000000000001			Fu	CHEMBL3429637
NIRAPARIB		624225		0.15999999999999998			Fu	CHEMBL3429714
ALISKIREN		480746		0.4979999999999998			Fu	CHEMBL3508890
ALISKIREN		480746		0.473			Fu	CHEMBL3508891
ALISKIREN		480746		0.514			Fu	CHEMBL3508892
OMEPRAZOLE		419601		0.0048			Fu	CHEMBL3530668
OMEPRAZOLE		419601		0.09199999999999998			Fu	CHEMBL3530663
OMEPRAZOLE		419601		0.06100000000000001			Fu	CHEMBL3530658
OMEPRAZOLE		419601		0.06100000000000001			Fu	CHEMBL3530651
DEXTRORPHAN		704233		0.5499999999999999			Fu	CHEMBL3538214
DEXTRORPHAN		704233		0.5499999999999999			Fu	CHEMBL3538208
DEXTROMETHORPHAN		77456		0.7199999999999998			Fu	CHEMBL3540996
ZONISAMIDE		39857		0.308			Fu	CHEMBL3537182
WARFARIN		394165		0.29500000000000004			Fu	CHEMBL3537182
TROPISETRON		88800		0.053			Fu	CHEMBL3537182
TRAZODONE		26401		0.077			Fu	CHEMBL3537182
TOLCAPONE		267825		0.0029999999999999996			Fu	CHEMBL3537182
TERODILINE		308699		0.02800000000000001			Fu	CHEMBL3537182
TELMISARTAN		116949		0.014000000000000005			Fu	CHEMBL3537182
TALINOLOL		255378		0.137			Fu	CHEMBL3537182
SOLIFENACIN		561914		0.017000000000000005			Fu	CHEMBL3537182
SERTRALINE		53616		0.0009999999999999998			Fu	CHEMBL3537182
RIVASTIGMINE		27251		0.345			Fu	CHEMBL3537182
RITONAVIR		88100		0.021000000000000005			Fu	CHEMBL3537182
RIMONABANT		16088		0.0004999999999999999			Fu	CHEMBL3537182
RILUZOLE		38898		0.011999999999999999			Fu	CHEMBL3537182
RIFAMPIN		365189		0.119			Fu	CHEMBL3537182
REBOXETINE		14263		0.04599999999999999			Fu	CHEMBL3537182
PHENYTOIN		921		0.09500000000000001			Fu	CHEMBL3537182
PAROXETINE		6643		0.004999999999999999			Fu	CHEMBL3537182
PALIPERIDONE		468656		0.116			Fu	CHEMBL3537182
NORTRIPTYLINE		2262		0.005999999999999999			Fu	CHEMBL3537182
NOMIFENSINE		16225		0.071			Fu	CHEMBL3537182
NIMODIPINE		365248		0.007999999999999998			Fu	CHEMBL3537182
NICARDIPINE		407549		0.005999999999999999			Fu	CHEMBL3537182
METOCLOPRAMIDE		7736		0.29500000000000004			Fu	CHEMBL3537182
LIDOCAINE		6723		0.303			Fu	CHEMBL3537182
INDOMETHACIN		173		0.055			Fu	CHEMBL3537182
IBUTILIDE		12608		0.091			Fu	CHEMBL3537182
FLUVOXAMINE		54722		0.022000000000000002			Fu	CHEMBL3537182
ENTACAPONE		92412		0.024999999999999998			Fu	CHEMBL3537182
DONEPEZIL		9372		0.113			Fu	CHEMBL3537182
DIPHENHYDRAMINE		27629		0.04200000000000001			Fu	CHEMBL3537182
DESIPRAMINE		6243		0.011000000000000001			Fu	CHEMBL3537182
CLOMIPRAMINE		996		0.003999999999999999			Fu	CHEMBL3537182
CLINAFLOXACIN		15472		0.157			Fu	CHEMBL3537182
CITALOPRAM		14367		0.047			Fu	CHEMBL3537182
CHLORPROPAMIDE		8516		0.583			Fu	CHEMBL3537182
CHLORPROMAZINE		6216		0.0029999999999999996			Fu	CHEMBL3537182
CARBAMAZEPINE		15086		0.171			Fu	CHEMBL3537182
BUSPIRONE		3599		0.26300000000000007			Fu	CHEMBL3537182
BUPIVACAINE		150882		0.232			Fu	CHEMBL3537182
BROMOCRIPTINE		7065		0.0019999999999999996			Fu	CHEMBL3537182
AZELASTINE		27309		0.012999999999999996			Fu	CHEMBL3537182
ARIPIPRAZOLE		155006		0.0019999999999999996			Fu	CHEMBL3537182
APREPITANT		399361		0.0009999999999999998			Fu	CHEMBL3537182
BUPROPION		77128		0.195			Fu	CHEMBL3537182
AMANTADINE		27647		0.171			Fu	CHEMBL3537182
CASOPITANT		1069144		0.004999999999999999			Fu	CHEMBL3535089
CASOPITANT		1069144		1.0			Fu	CHEMBL3536147
SILIBININ		825392		0.049999999999999996			Fu	CHEMBL3530145
SILYBIN B		597950		0.049999999999999996			Fu	CHEMBL3530145
BAZEDOXIFENE		65648		0.15999999999999998			Fu	CHEMBL3535273
BAZEDOXIFENE		65648		0.38000000000000006			Fu	CHEMBL3535270
TOLCAPONE		267825		0.39			Fu	CHEMBL3535270
RALOXIFENE		6914		0.4299999999999999			Fu	CHEMBL3535273
INDOMETHACIN		173		0.7999999999999999			Fu	CHEMBL3535270
TOLFENAMIC ACID		199490		0.88			Fu	CHEMBL3535270
QUERCETIN		3666		0.8999999999999998			Fu	CHEMBL3535270
TELMISARTAN		116949		0.9199999999999998			Fu	CHEMBL3535270
DICLOFENAC		29890		0.94			Fu	CHEMBL3535270
GEMFIBROZIL		2994		0.9699999999999998			Fu	CHEMBL3535270
RALOXIFENE		6914		0.9799999999999996			Fu	CHEMBL3535270
ENTACAPONE		92412		1.0			Fu	CHEMBL3535270
		1924927		0.3599999999999999			Fu	CHEMBL3529435
		1923868		0.14			Fu	CHEMBL3529435
		1799188		0.31999999999999995			Fu	CHEMBL3529406
TOLTERODINE		321964		0.03699999999999999			Fu	CHEMBL3529399
4-HYDROXYPROPRANOLOL SULFATE		174846		0.25999999999999995			Fu	CHEMBL3529402
DILTIAZEM		1278		0.25			Fu	CHEMBL3529409
		1924648		0.12999999999999998			Fu	CHEMBL3529413
PROPRANOLOL		1370		0.14999999999999997			Fu	CHEMBL3529417
DARIFENACIN		291960		0.019999999999999997			Fu	CHEMBL3529417
7-HYDROXYCHLORPROMAZINE		80414		0.014999999999999998			Fu	CHEMBL3529421
CHLORPROMAZINE		6216		0.0012999999999999997			Fu	CHEMBL3529425
N-DESMETHYLCLOZAPINE		62934		0.09699999999999998			Fu	CHEMBL3529429
CLOZAPINE		2261		0.055			Fu	CHEMBL3529433
LEVOFLOXACIN		1795		0.7839999999999998			Fu	CHEMBL3528936
ZIDOVUDINE		27307		0.695			Fu	CHEMBL3528936
IMIPRAMINE		605		0.10399999999999997			Fu	CHEMBL3528936
INDOMETHACIN		173		0.09999999999999999			Fu	CHEMBL3528936
LORAZEPAM		16959		0.057000000000000016			Fu	CHEMBL3528936
GEMFIBROZIL		2994		0.004999999999999999			Fu	CHEMBL3528936
FUROSEMIDE		2046		0.003999999999999999			Fu	CHEMBL3528936
KETOPROFEN		16591		0.003999999999999999			Fu	CHEMBL3528936
TELMISARTAN		116949		0.0029999999999999996			Fu	CHEMBL3528936
MYCOPHENOLIC ACID		68396		0.0029999999999999996			Fu	CHEMBL3528936
DICLOFENAC		29890		0.0029999999999999996			Fu	CHEMBL3528936
RALOXIFENE		6914		0.0019999999999999996			Fu	CHEMBL3528936
COBIMETINIB		1420377		0.408			Fu	CHEMBL3539429
COBIMETINIB		1420377		0.408			Fu	CHEMBL3539428
COBIMETINIB		1420377		0.469			Fu	CHEMBL3539427
COBIMETINIB		1420377		0.053			Fu	CHEMBL3539135
COBIMETINIB		1420377		0.04200000000000001			Fu	CHEMBL3539134
COBIMETINIB		1420377		0.044000000000000004			Fu	CHEMBL3539133
COBIMETINIB		1420377		0.058			Fu	CHEMBL3539132
COBIMETINIB		1420377		0.06499999999999999			Fu	CHEMBL3539131
COBIMETINIB		1420377		0.051999999999999984			Fu	CHEMBL3539130
		421331		0.973			Fu	CHEMBL3540983
VERAPAMIL		1219		0.7899999999999998			Fu	CHEMBL3540983
TRIMIPRAMINE		27385		0.322			Fu	CHEMBL3540983
TRAZODONE		26401		0.9799999999999996			Fu	CHEMBL3540983
TOLBUTAMIDE		46726		0.985			Fu	CHEMBL3540983
TIMOLOL		8531		0.988			Fu	CHEMBL3540983
THEOPHYLLINE		381693		0.9889999999999998			Fu	CHEMBL3540983
SILDENAFIL		410802		0.962			Fu	CHEMBL3540983
RISPERIDONE		7714		0.9319999999999998			Fu	CHEMBL3540983
QUINIDINE		255477		0.8760000000000001			Fu	CHEMBL3540983
PROPRANOLOL		1370		0.9150000000000001			Fu	CHEMBL3540983
(-)-PROPANOLOL 		454176		0.9150000000000001			Fu	CHEMBL3540983
PROPAFENONE		27112		0.7830000000000003			Fu	CHEMBL3540983
PROMAZINE		16391		0.545			Fu	CHEMBL3540983
PROCHLORPERAZINE		37266		0.5529999999999999			Fu	CHEMBL3540983
PREDNISOLONE		27370		0.9799999999999996			Fu	CHEMBL3540983
PHENACETIN		16498		0.9769999999999998			Fu	CHEMBL3540983
NIFEDIPINE		419596		0.9489999999999998			Fu	CHEMBL3540983
NAPROXEN		51056		0.9889999999999998			Fu	CHEMBL3540983
MIANSERIN		573		0.839			Fu	CHEMBL3540983
METOPROLOL		789		0.974			Fu	CHEMBL3540983
METHYLPREDNISOLONE		27575		0.9699999999999998			Fu	CHEMBL3540983
LIDOCAINE		6723		0.959			Fu	CHEMBL3540983
LABETALOL		1785		0.9609999999999999			Fu	CHEMBL3540983
KETOPROFEN		16591		0.988			Fu	CHEMBL3540983
IMIPRAMINE		605		0.4720000000000002			Fu	CHEMBL3540983
IBUPROFEN		11674		0.962			Fu	CHEMBL3540983
GLYBURIDE		5582		0.972			Fu	CHEMBL3540983
GLIMEPIRIDE		405366		0.9820000000000002			Fu	CHEMBL3540983
FUROSEMIDE		2046		0.9889999999999998			Fu	CHEMBL3540983
FLURBIPROFEN		16308		0.9820000000000002			Fu	CHEMBL3540983
FLUPHENAZINE		36842		0.455			Fu	CHEMBL3540983
FENOPROFEN		255534		0.984			Fu	CHEMBL3540983
DOMPERIDONE		364745		0.598			Fu	CHEMBL3540983
DICLOFENAC		29890		0.9799999999999996			Fu	CHEMBL3540983
CLOMIPRAMINE		996		0.186			Fu	CHEMBL3540983
CHLORPROMAZINE		6216		0.3020000000000001			Fu	CHEMBL3540983
CAFFEINE		16485		0.9889999999999998			Fu	CHEMBL3540983
BUFURALOL		64396		0.9699999999999998			Fu	CHEMBL3540983
ANTIPYRINE		26820		0.988			Fu	CHEMBL3540983
ALPRENOLOL		822		0.933			Fu	CHEMBL3540983
MONTELUKAST		47447		0.003999999999999999			Fu	CHEMBL3542035
SULINDAC		16510		0.06899999999999999			Fu	CHEMBL3535711
LAMOTRIGINE		38727		0.4499999999999999			Fu	CHEMBL3535711
6-DEOXY PENCICLOVIR		74223		1.0			Fu	CHEMBL3535711
ZALEPLON		421332		0.39999999999999997			Fu	CHEMBL3535710
		421331		0.014999999999999998			Fu	CHEMBL3535710
ALBUTEROL		34094		0.9249999999999998			Fu	CHEMBL3535710
NAPROXEN		51056		0.009999999999999998			Fu	CHEMBL3535710
MIRTAZAPINE		27610		0.14999999999999997			Fu	CHEMBL3535710
KETOPROFEN		16591		0.007999999999999998			Fu	CHEMBL3535710
IBUPROFEN		11674		0.005999999999999999			Fu	CHEMBL3535710
FASUDIL		50822		0.51			Fu	CHEMBL3535710
DICLOFENAC		29890		0.004999999999999999			Fu	CHEMBL3535710
DAPSONE		126356		0.25			Fu	CHEMBL3535710
TELMISARTAN		116949		0.004999999999999999			Fu	CHEMBL3533033
PROPOFOL		11819		0.014999999999999998			Fu	CHEMBL3533033
NALOXONE		6902		0.57			Fu	CHEMBL3533033
MYCOPHENOLIC ACID		68396		0.009999999999999998			Fu	CHEMBL3533033
GEMFIBROZIL		2994		0.004999999999999999			Fu	CHEMBL3533033
DICLOFENAC		29890		0.003999999999999999			Fu	CHEMBL3533033
PROPOFOL		11819		0.69			Fu	CHEMBL3533308
TELMISARTAN		116949		0.4799999999999999			Fu	CHEMBL3533307
NALOXONE		6902		1.0			Fu	CHEMBL3533307
MYCOPHENOLIC ACID		68396		0.71			Fu	CHEMBL3533307
GEMFIBROZIL		2994		0.82			Fu	CHEMBL3533307
EZETIMIBE		175106		0.17999999999999994			Fu	CHEMBL3533307
DICLOFENAC		29890		0.9799999999999996			Fu	CHEMBL3533307
		1946588		0.0019999999999999996			Fu	CHEMBL3579310
		1946591		0.0019999999999999996			Fu	CHEMBL3579310
