chembl_id	molregno	parent_molregno	parent_chembl_id
CHEMBL86304	139099	139099	CHEMBL86304
CHEMBL864	66273	66273	CHEMBL864
CHEMBL865	67010	67010	CHEMBL865
CHEMBL866	68396	68396	CHEMBL866
CHEMBL870	70674	70674	CHEMBL870
CHEMBL871	70675	70675	CHEMBL871
CHEMBL878	73548	73548	CHEMBL878
CHEMBL87992	139940	139940	CHEMBL87992
CHEMBL88	8417	8417	CHEMBL88
CHEMBL880	74284	74284	CHEMBL880
CHEMBL885	74911	74911	CHEMBL885
CHEMBL893	77085	77085	CHEMBL893
CHEMBL894	77128	77128	CHEMBL894
CHEMBL895	77207	77207	CHEMBL895
CHEMBL89598	141484	141484	CHEMBL89598
CHEMBL896	77459	77459	CHEMBL896
CHEMBL897	77474	77474	CHEMBL897
CHEMBL898	77652	77652	CHEMBL898
CHEMBL9	246	246	CHEMBL9
CHEMBL90	8910	8910	CHEMBL90
CHEMBL900	77779	77779	CHEMBL900
CHEMBL902	78303	78303	CHEMBL902
CHEMBL904	78902	57397	CHEMBL827
CHEMBL905	79047	79047	CHEMBL905
CHEMBL90555	142808	142808	CHEMBL90555
CHEMBL91	8917	8917	CHEMBL91
CHEMBL911	80965	80965	CHEMBL911
CHEMBL914	81683	81683	CHEMBL914
CHEMBL917	82983	82983	CHEMBL917
CHEMBL919	83044	675287	CHEMBL1201336
CHEMBL922	83515	83515	CHEMBL922
CHEMBL923	83772	83772	CHEMBL923
CHEMBL924	83838	83838	CHEMBL924
CHEMBL926	84505	84505	CHEMBL926
CHEMBL927	84624	84624	CHEMBL927
CHEMBL928	84644	675239	CHEMBL1201288
CHEMBL93	9217	9217	CHEMBL93
CHEMBL930	85305	85305	CHEMBL930
CHEMBL932	86042	86042	CHEMBL932
CHEMBL934	86284	86284	CHEMBL934
CHEMBL939	88232	88232	CHEMBL939
CHEMBL94	9277	9277	CHEMBL94
CHEMBL940	88316	88316	CHEMBL940
CHEMBL941	88797	88797	CHEMBL941
CHEMBL942	88841	88841	CHEMBL942
CHEMBL953	92412	92412	CHEMBL953
CHEMBL956	93117	93117	CHEMBL956
CHEMBL957	93617	93617	CHEMBL957
CHEMBL959	93858	93858	CHEMBL959
CHEMBL96	10909	10909	CHEMBL96
CHEMBL960	93895	93895	CHEMBL960
CHEMBL963	94484	94484	CHEMBL963
CHEMBL964	94571	94571	CHEMBL964
CHEMBL965	94790	94790	CHEMBL965
CHEMBL967	95909	95909	CHEMBL967
CHEMBL968	95929	95929	CHEMBL968
CHEMBL972	96021	96021	CHEMBL972
CHEMBL973	96107	96107	CHEMBL973
CHEMBL9751	6244	6244	CHEMBL9751
CHEMBL976	99024	99024	CHEMBL976
CHEMBL978	99320	99320	CHEMBL978
CHEMBL979	99389	99389	CHEMBL979
CHEMBL98	11305	11305	CHEMBL98
CHEMBL980	100157	100157	CHEMBL980
CHEMBL981	100310	100310	CHEMBL981
CHEMBL982	100696	100696	CHEMBL982
CHEMBL986	104574	104574	CHEMBL986
CHEMBL989	105252	105252	CHEMBL989
CHEMBL990	105442	105442	CHEMBL990
CHEMBL991	107119	107119	CHEMBL991
CHEMBL996	109807	109807	CHEMBL996
CHEMBL997	110435	110435	CHEMBL997
CHEMBL998	110803	110803	CHEMBL998
